row_number,ground_truth_path,prompt,difficulty_level,resources,resource_count,loc,parameter_count,user_intent,user_intent_file_path,user_intent_id,needed_resources
129,Data\groud_truth\template\config.yaml,"We need a CloudFormation template that creates a secure and compliant AWS Config setup with customizable retention policies and delivery configurations, which automates resource configuration tracking and audit logging across an AWS account. The template provisions an S3 bucket (or integrates with an existing one) to store configuration snapshots, an SNS topic for notifications, and configures AWS Config to record all resource changes with global coverage. Security measures include enforcing SSL for S3 bucket access, blocking public access, and optional IAM permission boundaries. A Lambda function dynamically manages retention periods (via custom resource) to align with compliance requirements (default: 2557 days) and adjusts delivery frequency (e.g., hourly/daily snapshots). ",5,"AWS::S3::Bucket, AWS::S3::BucketPolicy, AWS::SNS::Topic, AWS::Config::DeliveryChannel, AWS::IAM::Role, AWS::IAM::Role, AWS::Config::ConfigurationRecorder, AWS::IAM::Role, AWS::IAM::Policy, AWS::Lambda::Function, AWS::Logs::LogGroup, Custom::RetentionConfiguration",12,255,5,5,"Data\user_intent\row_129A.yaml, user_intent\row_129B.yaml, user_intent\row_129C.yaml","UIV_CUSTOM_ROW_129A, UIV_CUSTOM_ROW_129B, UIV_CUSTOM_ROW_129C","AWS::S3::Bucket, AWS::S3::BucketPolicy, AWS::SNS::Topic, AWS::Config::DeliveryChannel, AWS::IAM::Role, AWS::IAM::Role, AWS::Config::ConfigurationRecorder, AWS::IAM::Role, AWS::Lambda::Function, AWS::Logs::LogGroup"
130,Data\groud_truth\template\account-password-policy.yaml,"We need a CloudFormation template that creates and manages an AWS account-wide IAM password policy with customizable security requirements, which enforces strong authentication practices for IAM users. The template configures parameters such as minimum password length (default: 14), mandatory character types (uppercase, lowercase, numbers, symbols), password expiration (e.g., 90 days), reuse prevention (e.g., 24 previous passwords), and self-service password changes. Security configurations include a Lambda function to dynamically apply/remove the policy via AWS SDK and optional IAM permission boundaries. ",5,"AWS::IAM::Role, AWS::IAM::Policy, AWS::Lambda::Function, AWS::Logs::LogGroup, Custom::PasswordPolicy",5,226,11,,,,
131,Data\groud_truth\template\alert.yaml,"We need a CloudFormation template that creates a centralized alerting system using Amazon SNS, which aggregates notifications from multiple AWS services (e.g., CloudWatch Alarms, RDS, S3, Budgets) and routes them to configurable endpoints like email, HTTP/HTTPS URLs, or a fallback email for delivery failures. The template provisions an SNS topic with a policy allowing authorized AWS services to publish alerts, along with subscriptions for user-defined endpoints (email, webhooks) and retry policies for HTTP(S) targets. A CloudWatch Alarm monitors failed notifications and triggers a fallback SNS topic to ensure redundancy. Note the email and httpsendpoints may not be provided, so consider add conditions.",4,"AWS::SNS::Topic, AWS::SNS::TopicPolicy, AWS::SNS::Topic, AWS::CloudWatch::Alarm, AWS::SNS::Subscription, AWS::SNS::Subscription, AWS::SNS::Subscription, AWS::SNS::Subscription",8,180,4,4,Data\user_intent\row_131A.yaml,UIV_CUSTOM_ROW_131A,"AWS::SNS::Topic, AWS::SNS::TopicPolicy, AWS::SNS::Topic, AWS::CloudWatch::Alarm, AWS::SNS::Subscription, AWS::SNS::Subscription, AWS::SNS::Subscription, AWS::SNS::Subscription"
132,Data\groud_truth\template\batch-demo.template.yaml,"We need a CloudFormation template that creates an AWS Batch environment for executing containerized batch jobs, which automates infrastructure setup for scalable data processing tasks (e.g., S3 file operations). The template provisions a VPC with a subnet, an S3 bucket for input/output data, and configures AWS Batch components: a compute environment (EC2-based, with `m5.large` instances), a job queue, and a job definition using a Docker image (default: `amazonlinux`). The job definition includes a sample script that installs the AWS CLI, copies an S3 object, and re-uploads itÂ¡Âªdemonstrating basic workflow automation. ",4,"AWS::S3::Bucket, AWS::EC2::VPC, AWS::EC2::Subnet, AWS::IAM::Role, AWS::IAM::Role, AWS::IAM::Role, AWS::IAM::InstanceProfile, AWS::EC2::SecurityGroup, AWS::Batch::ComputeEnvironment, AWS::Batch::JobQueue, AWS::Batch::JobDefinition",11,161,1,4,"Data\user_intent\row_132A.yaml, user_intent\row_132B.yaml","UIV_CUSTOM_ROW_132A, UIV_CUSTOM_ROW_132B","AWS::S3::Bucket, AWS::EC2::VPC, AWS::EC2::Subnet, AWS::IAM::Role, AWS::IAM::InstanceProfile, AWS::EC2::SecurityGroup, AWS::Batch::ComputeEnvironment, AWS::Batch::JobQueue, AWS::Batch::JobDefinition"
133,Data\groud_truth\template\arch7-lab1.template.yaml,"We need a CloudFormation template that creates a self-contained web server environment in AWS, which provisions a VPC, subnet, security group, and an EC2 instance preconfigured with Apache, PHP, and sample web content. The template deploys a `t2.micro` instance using the latest Amazon Linux AMI, configures HTTP access via a security group, and automates software installation/content deployment via a user data script. The instance retrieves a ZIP file from S3, unzips it into the web root, and hosts the content. ",3,"AWS::EC2::VPC, AWS::EC2::Subnet, AWS::EC2::SecurityGroup, AWS::EC2::Instance",4,58,0,,,,
134,Data\groud_truth\template\lambda-demo.yaml,"We need a CloudFormation template that creates a basic AWS Lambda function. The template provisions a Lambda function with inline Node.js code that logs event details and returns a value from the input, along with an IAM role granting permissions to write logs to CloudWatch. ",2,"AWS::Lambda::Function, AWS::IAM::Role, AWS::IAM::Policy",3,69,1,2,Data\user_intent\row_134A.yaml,UIV_CUSTOM_ROW_134A,"AWS::Lambda::Function, AWS::IAM::Role"
135,Data\groud_truth\template\cloudfront-demo-api.yaml,"We need a CloudFormation template that creates a CloudFront distribution which fronts a regional API Gateway REST API with a mock backend. The solution should define an API Gateway with a `/hello` GET endpoint returning a static ""hello world"" JSON response.  Configure CloudFront to route requests to the API GatewayÂ¡Â¯s production stage, disabling caching to ensure real-time responses. Ensure the CloudFront distribution uses HTTPS for origin communication and enforces HTTPS redirection for end users.  ",3,"AWS::ApiGateway::RestApi, AWS::ApiGateway::Resource, AWS::ApiGateway::Method, AWS::ApiGateway::Deployment, AWS::CloudFront::Distribution",5,80,0,,,,
136,Data\groud_truth\template\permission-boundary-demo.yaml,"We need a CloudFormation template that creates an IAM role with configurable permission boundaries which enforces governance controls for developer-created IAM resources. The solution should create a role with broad IAM privileges but conditionally apply permission boundaries to limit unintended escalation of permissions. Allow developers to create/modify roles and policies only if they adhere to naming prefixes (e.g., `MyTeam*`), mandatory `Owner` tags, and include a permission boundary policy. Provide a toggle parameter to enable/disable strict boundary enforcement, switching between permissive and restricted IAM policies. Define a default permission boundary policy that restricts actions to S3 and read-only IAM operations, overriding any permissions of roles created by developers. Ensure all developer-managed IAM resources are tagged with a team-specific `Owner` tag for accountability and resource tracking. ",4,"AWS::IAM::Role, AWS::IAM::ManagedPolicy, AWS::IAM::ManagedPolicy, AWS::IAM::ManagedPolicy, AWS::IAM::ManagedPolicy",5,160,3,,,,
137,Data\groud_truth\template\appsync-demo.yaml,"We need a CloudFormation template that creates an AppSync GraphQL API with a Lambda backend which provides a serverless pet inventory query service. The solution should deploy a Lambda function returning mock pet data (ID, name, type) as a static dataset. Define an AppSync GraphQL API (`PetShopAPI`) with API_KEY authentication for anonymous access and a schema supporting a `getPets` query to fetch pet details. Configure IAM roles for Lambda execution and AppSync-to-Lambda invocation, ensuring least privilege. Link the AppSync resolver to the Lambda data source using request/response mapping templates to transform the Lambda output into the GraphQL schema format.  ",4,"AWS::Lambda::Function, AWS::IAM::Role, AWS::AppSync::GraphQLApi, AWS::AppSync::GraphQLSchema, AWS::AppSync::DataSource, AWS::AppSync::Resolver, AWS::IAM::Role, AWS::AppSync::ApiKey",8,127,0,,,,
138,Data\groud_truth\template\arch-lab1-demo.yaml,"We need a CloudFormation template that creates a web application environment with integrated S3, DynamoDB, and EC2 resources. The solution should deploy an EC2 instance in a VPC with public subnet access, configured with Apache/PHP and preloaded lab files to serve a web application. Create an S3 bucket to host static assets (images, jQuery libraries) and a DynamoDB table (`AWS-Services`) with composite keys for structured data storage.  Attach an IAM role to the EC2 instance granting full S3 and DynamoDB access, enabling automated asset uploads and database population via UserData scripts. Automate application setup during instance bootstrapping, including PHP/AWS SDK installation, dynamic region/bucket configuration, and DynamoDB data ingestion from JSON files. ",5,"AWS::S3::Bucket, AWS::DynamoDB::Table, AWS::IAM::Role, AWS::EC2::VPC, AWS::EC2::InternetGateway, AWS::EC2::VPCGatewayAttachment, AWS::EC2::Subnet, AWS::EC2::RouteTable, AWS::EC2::Route, AWS::EC2::SubnetRouteTableAssociation, AWS::EC2::SecurityGroup, AWS::EC2::Instance, AWS::IAM::InstanceProfile",13,191,1,,,,
139,Data\groud_truth\template\custom-resource-example.yaml,"We need a CloudFormation template that creates a custom resource using AWS Lambda which demonstrates dynamic parameter processing and controlled success/failure scenarios during stack operations. The solution should deploy a Lambda function to perform arithmetic operations (addition, subtraction, multiplication, division) based on user-provided parameters (`FirstNumber`, `SecondNumber`, `Operator`). Implement a conditional failure mechanism via a parameter to simulate custom resource errors for testing purposes. Define a `Custom::helper` resource that invokes the Lambda during stack creation/updates and propagates calculation results to CloudFormation outputs. ",3,"AWS::Lambda::Function, AWS::IAM::Role, AWS::IAM::Policy, Custom::helper",4,114,4,,,,
140,Data\groud_truth\template\stepfunction-calculator.yaml,"We need a CloudFormation template that creates a serverless calculator workflow using AWS Step Functions and Lambda which processes arithmetic operations based on dynamic input. The solution should define a Step Functions state machine (`Calculator-StateMachine`) with a choice state to route requests to the appropriate arithmetic operation (add, subtract, multiply, divide) or fail for unsupported operators. It should deploy a Lambda function (`Calculator`) to execute calculations using input parameters (`operator` and `operands`), returning results to the workflow. Configure a CloudWatch Logs group for the Lambda function to retain logs for 3 days, simplifying debugging and cleanup.  ",4,"AWS::StepFunctions::StateMachine, AWS::Lambda::Function, AWS::IAM::Role, AWS::IAM::Policy, AWS::IAM::Role, AWS::IAM::Policy, AWS::Logs::LogGroup",7,181,0,,,,
141,Data\groud_truth\template\stepfunction-recognition.yaml,"We need a CloudFormation template that creates an automated image recognition pipeline using Step Functions, S3, and Amazon Rekognition which triggers SMS alerts when human faces are detected in uploaded images. The solution should deploy an S3 bucket with EventBridge notifications enabled to detect image uploads and initiate a Step Functions workflow. Define a Step Functions state machine that validates image file extensions, invokes Amazon Rekognition to detect ""Human"" or ""Person"" labels, and sends SMS alerts via SNS if detected, using a phone number (+14071113333`).  Configure IAM roles for EventBridge (to trigger Step Functions) and the state machine (to access S3, Rekognition, and SNS), ensuring least-privilege permissions. Include a custom Lambda resource to empty the S3 bucket during stack deletion, avoiding retention conflicts.  ",5,"AWS::S3::Bucket, AWS::Events::Rule, AWS::IAM::Role, AWS::IAM::Policy, AWS::StepFunctions::StateMachine, AWS::IAM::Role, AWS::IAM::Policy, Custom::helper, AWS::Lambda::Function, AWS::IAM::Role, AWS::IAM::Policy, AWS::Logs::LogGroup",12,249,1,5,"Data\user_intent\row_141A.yaml, user_intent\row_141B.yaml, user_intent\row_141C.yaml","UIV_CUSTOM_ROW_141A, UIV_CUSTOM_ROW_141B, UIV_CUSTOM_ROW_141C","AWS::S3::Bucket, AWS::Events::Rule, AWS::IAM::Role, AWS::IAM::Policy, AWS::StepFunctions::StateMachine, AWS::IAM::Role, AWS::IAM::Policy, Custom::helper, AWS::Lambda::Function, AWS::IAM::Role, AWS::IAM::Policy, AWS::Logs::LogGroup"
142,Data\groud_truth\template\systems-manager-demo.yaml,"We need a CloudFormation template that creates EC2 instances managed by AWS Systems Manager (SSM). The solution should deploy Auto Scaling Groups with launch templates for both Linux (Amazon Linux 2) and Windows instances, using SSM Parameter Store to fetch the latest AMIs dynamically. Configure a VPC with public subnets, internet gateway, and security groups to allow HTTP access and ensure instances are network-accessible for SSM operations. Attach IAM roles (`SSMRole`) with `AmazonEC2RoleforSSM` policy to instances, granting permissions for SSM agent communication and management tasks (e.g., Run Command, Patch Manager). Automate SSM agent installation on Linux instances via user data scripts, while leveraging pre-configured SSM integration for Windows AMIs. ",5,"AWS::EC2::VPC, AWS::EC2::InternetGateway, AWS::EC2::VPCGatewayAttachment, AWS::EC2::Subnet, AWS::EC2::Subnet, AWS::EC2::RouteTable, AWS::EC2::Route, AWS::EC2::SubnetRouteTableAssociation, AWS::EC2::SubnetRouteTableAssociation, AWS::EC2::SecurityGroup, AWS::EC2::LaunchTemplate, AWS::EC2::LaunchTemplate, AWS::AutoScaling::AutoScalingGroup, AWS::AutoScaling::AutoScalingGroup, AWS::IAM::InstanceProfile, AWS::IAM::Role",16,184,1,,,,
143,Data\groud_truth\template\arch7-lab6.yaml,"We need a CloudFormation template that creates a secure static website hosted on S3 with CloudFront CDN integration which automates content deployment and cleanup. The solution should deploy an S3 bucket configured with public read access for CloudFront via an Origin Access Identity (OAI), ensuring secure content delivery without exposing the bucket directly to the internet. Create a CloudFront distribution with HTTPS enforcement, caching disabled, and integration with the S3 bucket to serve static content globally.  Use a custom Lambda resource to automatically populate the S3 bucket with a default `index.html` file during stack creation and empty the bucket during stack deletion, avoiding retention conflicts.  ",3,"AWS::S3::Bucket, AWS::S3::BucketPolicy, AWS::CloudFront::CloudFrontOriginAccessIdentity, AWS::CloudFront::Distribution, AWS::IAM::Role, AWS::Lambda::Function, Custom::cleanup",7,127,1,,,,
144,Data\groud_truth\template\arch7-lab2.yaml,"We need a CloudFormation template that creates a multi-tier AWS network environment with secure public/private subnets and SSM-managed EC2 instances. The solution should deploy a VPC with two public and private subnets, NAT Gateway, and route tables to enable internet access for private instances while isolating backend resources. Launch EC2 instances in both subnets: a public instance (`PublicInstance`) hosting a web server (Apache/PHP) and a private instance (`PrivateInstance`), both managed via AWS Systems Manager using IAM roles with `AmazonSSMManagedInstanceCore` policy. Configure security groups to restrict traffic: public instances allow HTTP access globally, while private instances only permit HTTPS from the public security group.  ",5,"AWS::EC2::VPC, AWS::EC2::InternetGateway, AWS::EC2::VPCGatewayAttachment, AWS::EC2::NatGateway, AWS::EC2::EIP, AWS::EC2::Subnet, AWS::EC2::Subnet, AWS::EC2::RouteTable, AWS::EC2::Route, AWS::EC2::RouteTable, AWS::EC2::Route, AWS::EC2::SubnetRouteTableAssociation, AWS::EC2::SubnetRouteTableAssociation, AWS::EC2::SecurityGroup, AWS::EC2::SecurityGroup, AWS::EC2::Instance, AWS::IAM::InstanceProfile, AWS::IAM::Role, AWS::EC2::Instance, AWS::EC2::Subnet, AWS::EC2::Subnet, AWS::EC2::SubnetRouteTableAssociation, AWS::EC2::SubnetRouteTableAssociation",23,269,0,,,,
145,Data\groud_truth\template\cloudfront-demo.yaml,"We need a CloudFormation template that creates a secure static website hosted on S3 with CloudFront CDN integration and automated content management which enforces HTTPS and optimizes caching. The solution should deploy an S3 bucket configured with Origin Access Control to securely grant CloudFront read access to objects, replacing legacy OAI methods. Create a CloudFront distribution with a custom cache policy (60-second default TTL, HTTPS enforcement) and integration with the S3 bucket for global content delivery. Automate bucket initialization via a Lambda custom resource that deploys a default `index.html` file during stack creation and empties the bucket during deletion to avoid retention conflicts.  ",4,"AWS::S3::Bucket, AWS::S3::BucketPolicy, AWS::CloudFront::Distribution, AWS::CloudFront::CachePolicy, AWS::CloudFront::OriginAccessControl, AWS::Lambda::Function, AWS::IAM::Role, Custom::BucketMaintenance",8,161,1,,,,
146,Data\groud_truth\template\adv-dev-lab3.yaml,"We need a CloudFormation template that creates an automated image analysis pipeline using S3, Lambda, Step Functions, and Rekognition which triggers SMS alerts when human faces are detected in uploaded images. The solution should deploy an S3 bucket configured to trigger a Lambda function on object upload, initiating a Step Functions workflow for image processing. Define a Step Functions state machine to orchestrate Rekognition-based human detection via lambda function and SMS notifications via  lambda function, conditioned on analysis results. Configure IAM roles and policies to resolve circular dependencies between S3 event notifications and Lambda permissions, ensuring secure cross-service communication (S3, Lambda, Step Functions, Rekognition/SNS). Integrate Amazon SNS to send alerts to a phone number when human labels are detected, using least-privilege access for Lambda execution roles.  ",5,"AWS::IAM::Role, AWS::IAM::Policy, AWS::IAM::Role, AWS::IAM::Policy, AWS::IAM::Role, AWS::IAM::Policy, AWS::S3::Bucket, AWS::Lambda::Permission, AWS::Lambda::Function, AWS::Lambda::Function, AWS::Lambda::Function, AWS::StepFunctions::StateMachine",12,266,1,,,,
147,Data\groud_truth\template\slot-machine-website.yaml,"We need a CloudFormation template that creates a serverless slot machine web application with automated content deployment and anonymous user access which integrates S3, Lambda, and deploy an S3 bucket configured as a static website hosting slot machine assets (HTML, CSS, images) with public read access. Implement a Lambda function to simulate slot spins, returning randomized results and determining wins based on predefined card combinations. Use Cognito Identity Pool to grant unauthenticated users temporary AWS credentials, allowing frontend JavaScript to securely invoke the Lambda via IAM roles and policies. Automate website setup via a custom Lambda resource that downloads a pre-built ZIP file, injects Cognito/region configurations into the frontend code, and uploads content to S3 during stack deployment. Configure IAM roles to enforce least privilege: one for Lambda execution (with logging permissions) and another for Cognito identities (allowing only `lambda:InvokeFunction`).  Cognito for seamless gameplay. The solution should",5,"AWS::S3::Bucket, AWS::S3::BucketPolicy, AWS::Cognito::IdentityPool, AWS::IAM::Role, AWS::IAM::Role, AWS::IAM::Policy, AWS::Cognito::IdentityPoolRoleAttachment, AWS::Lambda::Function, AWS::Lambda::Function, AWS::IAM::Role, AWS::IAM::Policy, Custom::helper, AWS::Logs::LogGroup, AWS::Logs::LogGroup",14,296,1,,,,
148,Data\groud_truth\template\multiaz.yaml,"We need a CloudFormation template that creates a Jenkins server deployment across multiple Availability Zones using AWS Auto Scaling. The template should deploy Jenkins on EC2 instances within a VPC, spread across two public subnets for redundancy. It must automate Jenkins installation and configuration via a launch template. The solution should use an Auto Scaling Group to ensure at least one instance is always running, while integrating IAM roles for Systems Manager (SSM) access. Networking components like internet gateways, route tables, and NACLs ensure public accessibility and traffic control. .",5,"AWS::EC2::VPC, AWS::EC2::InternetGateway, AWS::EC2::VPCGatewayAttachment, AWS::EC2::Subnet, AWS::EC2::Subnet, AWS::EC2::RouteTable, AWS::EC2::SubnetRouteTableAssociation, AWS::EC2::SubnetRouteTableAssociation, AWS::EC2::Route, AWS::EC2::NetworkAcl, AWS::EC2::SubnetNetworkAclAssociation, AWS::EC2::SubnetNetworkAclAssociation, AWS::EC2::NetworkAclEntry, AWS::EC2::NetworkAclEntry, AWS::EC2::SecurityGroup, AWS::EC2::LaunchTemplate, AWS::AutoScaling::AutoScalingGroup, AWS::IAM::Role, AWS::IAM::InstanceProfile",19,242,1,,,,
149,Data\groud_truth\template\efs.yaml,"We need a CloudFormation template that creates an Amazon EFS file system with automated monitoring and cross-AZ EC2 instance integration, designed for shared storage and centralized data access across multiple Availability Zones. The template should deploy an encrypted EFS file system with mount targets in two public subnets. It must provision two EC2 instances (in separate AZs) with IAM roles granting EFS access and Systems Manager (SSM) permissions for secure management. The instances should automatically mount the EFS file system to `/home` during bootstrapping, ensuring data persistence and synchronization. CloudWatch alarms monitor EFS performance metrics to preemptively detect capacity or performance issues. ",5,"AWS::EC2::VPC, AWS::EC2::InternetGateway, AWS::EC2::VPCGatewayAttachment, AWS::EC2::Subnet, AWS::EC2::Subnet, AWS::EC2::RouteTable, AWS::EC2::SubnetRouteTableAssociation, AWS::EC2::SubnetRouteTableAssociation, AWS::EC2::Route, AWS::EC2::NetworkAcl, AWS::EC2::SubnetNetworkAclAssociation, AWS::EC2::SubnetNetworkAclAssociation, AWS::EC2::NetworkAclEntry, AWS::EC2::NetworkAclEntry, AWS::EFS::FileSystem, AWS::EC2::SecurityGroup, AWS::EC2::SecurityGroup, AWS::EFS::MountTarget, AWS::EFS::MountTarget, AWS::IAM::Role, AWS::IAM::InstanceProfile, AWS::EC2::Instance, AWS::EC2::Instance, AWS::CloudWatch::Alarm, AWS::CloudWatch::Alarm, AWS::CloudWatch::Alarm",26,382,0,,,,
150,Data\groud_truth\template\redis-minimal.yaml,We need a CloudFormation template that creates a minimal Redis caching solution with secure EC2 instance access via AWS Systems Manager (SSM) which integrates ElastiCache and EC2 for a managed in-memory data store. The solution should deploy a Redis ElastiCache cluster in a VPC using two subnets. Launch an EC2 instance in a public subnet with SSM-enabled IAM roles. ,4,"AWS::EC2::VPC, AWS::EC2::Subnet, AWS::EC2::Subnet, AWS::EC2::SecurityGroup, AWS::ElastiCache::SubnetGroup, AWS::ElastiCache::CacheCluster, AWS::IAM::InstanceProfile, AWS::IAM::Role, AWS::EC2::SecurityGroup, AWS::EC2::Instance",10,143,0,,,,
151,Data\groud_truth\template\bedrock-agent.yaml,"We need a CloudFormation template that creates an AWS Bedrock Agent integrated with a Lambda function which provides automated stock price lookup capabilities using a foundational AI model. The solution should deploy a Lambda function returning a hard-coded stock price (e.g., 100) as a placeholder for future business logic integration. Define a Bedrock Agent configured with a specified foundational model (e.g., Claude 3 Sonnet) and instructions to handle stock-related queries via a custom `getStockPrice` action.  Establish IAM roles for Lambda execution (with logging permissions) and Bedrock Agent operations (including `bedrock:InvokeModel` access), ensuring secure service-to-service communication. Link the Bedrock Agent to the Lambda function through an action group with parameterized schema support for stock symbol inputs.  ",3,"AWS::Lambda::Function, AWS::IAM::Role, AWS::Lambda::Permission, AWS::IAM::Role, AWS::Bedrock::Agent",5,126,1,,,,
152,Data\groud_truth\template\template-rds-proxy.yaml,"We need a CloudFormation template that creates a secure, scalable Amazon Aurora MySQL cluster with RDS Proxy integration, which optimizes database connection management and enhances availability for serverless or high-concurrency workloads. The template should provision a VPC with private subnets across multiple Availability Zones, an Aurora MySQL cluster (with primary and reader instances), and an RDS Proxy to pool and manage connections. Security configurations include encrypted storage, IAM database authentication, Secrets Manager for credential management, and security groups restricting access to authorized resources (e.g., Lambda functions via a dedicated security group). The RDS Proxy is configured with TLS enforcement, IAM roles for secure secret retrieval, and connection pooling settings to prevent overload. Additional features include CloudWatch logging, enhanced monitoring, and performance insights for observability.",5,"AWS::EC2::VPC, AWS::EC2::Subnet, AWS::EC2::Subnet, AWS::EC2::Subnet, AWS::EC2::SecurityGroup, AWS::EC2::SecurityGroup, AWS::EC2::SecurityGroupIngress, AWS::SecretsManager::Secret, AWS::IAM::Role, AWS::RDS::DBParameterGroup, AWS::RDS::DBSubnetGroup, AWS::RDS::DBCluster, AWS::RDS::DBInstance, AWS::RDS::DBInstance, AWS::IAM::Role, AWS::RDS::DBProxy, AWS::RDS::DBProxyTargetGroup",17,311,0,,,,
