row_number,prompt,ground_truth_path,final_template_path,success,failure_reason,error_message,failed_at_stage,total_iterations,highest_feedback_level,coverage_percentage,accuracy_percentage,checkov_pass_user_intent,checkov_validation_details,checkov_pass_security,checkov_pass_security_percentage,checkov_security_details
92,"We need a CloudFormation template that creates a self-configuring EC2 instance with automated Nginx installation and centralized logging using AWS Systems Manager (SSM). The template should:

Provision an EC2 instance (Linux 2) with the latest Amazon Linux AMI, an IAM role for SSM access, and permissions to read/write logs to a dedicated S3 bucket.

Automate Nginx installation via an SSM Association that executes a shell script (AWS-RunShellScript) during instance launch, ensuring the web server starts immediately.

Configure SSM logging to store command outputs in an S3 bucket with structured paths (logs/) for auditability.",groud_truth\template\BashScriptAssociation.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_92_update_8_template_20250405_070435.yaml,TRUE,,,,8,moderate,100,35.71428571,,,FALSE,87.5,"{'total_checks': 24, 'passed_checks': 21, 'failed_checks': 3, 'pass_percentage': 87.5, 'failed_check_details': [{'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.LogBucket'}, {'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.SecurityGroup'}, {'id': 'CKV_AWS_260', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 80', 'resource': 'AWS::EC2::SecurityGroup.SecurityGroup'}]}"
93,"We need a CloudFormation template that creates an auto-configuring EC2 instance with tag-driven Nginx installation and enhanced monitoring using AWS Systems Manager (SSM). The template should:

Provision an EC2 instance (Linux 2) with the latest Amazon Linux AMI, an IAM role for SSM access, and permissions to read/write logs to a dedicated S3 bucket.

Automate Nginx installation via an SSM Association that triggers on the instance tag, executing a shell script to install and start the web server, ensuring consistent configuration across tagged instances.

Configure centralized logging to an S3 bucket and integrate CloudWatch monitoring for performance insights, enabling observability of the instance and application.",groud_truth\template\BashScriptAssociationTags.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_93_update_12_template_20250405_073301.yaml,TRUE,,,,12,moderate,100,35.71428571,,,FALSE,84.62,"{'total_checks': 26, 'passed_checks': 22, 'failed_checks': 4, 'pass_percentage': 84.62, 'failed_check_details': [{'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.LogBucket'}, {'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.EC2SecurityGroup'}, {'id': 'CKV_AWS_260', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 80', 'resource': 'AWS::EC2::SecurityGroup.EC2SecurityGroup'}, {'id': 'CKV_AWS_158', 'name': 'Ensure that CloudWatch Log Group is encrypted by KMS', 'resource': 'AWS::Logs::LogGroup.CloudWatchLogGroup'}]}"
94,"We need a CloudFormation template that creates an EC2 instance with automated OS updates, Nginx installation, and validation workflows using AWS Systems Manager (SSM) Automation. The template should:

Deploy an EC2 instance (Linux 2) with the latest Amazon Linux AMI and an IAM role granting SSM permissions for command execution, S3 log storage access, and CloudWatch monitoring.

Define a custom SSM Automation document to orchestrate a multi-step process: OS updates with reboot checks, Nginx installation, and curl-based validation of the web server, ensuring end-to-end configuration integrity.

Configure centralized logging to an S3 bucket for auditability and leverage IAM roles to enforce least-privilege access for SSM operations (e.g., associations, command execution).",groud_truth\template\BashScriptSSMAutomation.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_94_update_12_template_20250405_074018.yaml,TRUE,,,,12,moderate,71.42857143,38.46153846,,,FALSE,83.33,"{'total_checks': 24, 'passed_checks': 20, 'failed_checks': 4, 'pass_percentage': 83.33, 'failed_check_details': [{'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.LogBucket'}, {'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.SecurityGroup'}, {'id': 'CKV_AWS_24', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 22', 'resource': 'AWS::EC2::SecurityGroup.SecurityGroup'}, {'id': 'CKV_AWS_260', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 80', 'resource': 'AWS::EC2::SecurityGroup.SecurityGroup'}]}"
95,"We need a CloudFormation template that creates an EC2 instance with tag-driven automation for OS updates, Nginx installation, and validation using AWS Systems Manager (SSM). The template should:

Deploy an EC2 instance (Linux 2) with the latest Amazon Linux AMI, an IAM role for SSM access, and a tag to trigger automated workflows.

Define a custom SSM Automation document to execute a multi-step process: OS updates with reboot checks, Nginx installation, and curl-based validation of the web server, ensuring end-to-end configuration integrity.

Target instances based on the nginx: Yes tag, enabling dynamic automation for tagged resources without hardcoding instance IDs.",groud_truth\template\BashScriptSSMAutomationTags.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_95_update_7_template_20250405_074550.yaml,TRUE,,,,7,moderate,57.14285714,33.33333333,,,FALSE,80,"{'total_checks': 15, 'passed_checks': 12, 'failed_checks': 3, 'pass_percentage': 80.0, 'failed_check_details': [{'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.EC2SecurityGroup'}, {'id': 'CKV_AWS_260', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 80', 'resource': 'AWS::EC2::SecurityGroup.EC2SecurityGroup'}, {'id': 'CKV_AWS_111', 'name': 'Ensure IAM policies does not allow write access without constraints', 'resource': 'AWS::IAM::Role.EC2Role'}]}"
96,"We need a CloudFormation template that creates a production-ready VPC network infrastructure with one public and two private subnets, security groups, an internal Application Load Balancer (ALB), and an ECR repository for a containerized application. The template should:

Define a VPC with public subnets (internet-facing via an Internet Gateway) and private subnets (outbound access via a NAT Gateway) across three Availability Zones for high availability.

Configure security groups allowing HTTP/HTTPS, SSH, PostgreSQL, and internal VPC traffic, with broad ingress rules for simplicity during initial setup.

Deploy an internal ALB across private subnets with a default listener (port 80) returning error responses, ready for backend service integration.

Provision a private ECR repository with automated image scanning and store critical resource IDs (VPC, subnets, security groups, ALB listener) in SSM Parameter Store for cross-service referencing.",groud_truth\template\network-stack.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_96_update_7_template_20250405_075428.yaml,TRUE,,,,7,moderate,63.33333333,90.47619048,,,FALSE,33.33,"{'total_checks': 12, 'passed_checks': 4, 'failed_checks': 8, 'pass_percentage': 33.33, 'failed_check_details': [{'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.ALBSecurityGroup'}, {'id': 'CKV_AWS_260', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 80', 'resource': 'AWS::EC2::SecurityGroup.ALBSecurityGroup'}, {'id': 'CKV_AWS_131', 'name': 'Ensure that ALB drops HTTP headers', 'resource': 'AWS::ElasticLoadBalancingV2::LoadBalancer.InternalALB'}, {'id': 'CKV_AWS_91', 'name': 'Ensure the ELBv2 (Application/Network) has access logging enabled', 'resource': 'AWS::ElasticLoadBalancingV2::LoadBalancer.InternalALB'}, {'id': 'CKV_AWS_2', 'name': 'Ensure ALB protocol is HTTPS', 'resource': 'AWS::ElasticLoadBalancingV2::Listener.ALBListener'}, {'id': 'CKV_AWS_103', 'name': 'Ensure that Load Balancer Listener is using at least TLS v1.2', 'resource': 'AWS::ElasticLoadBalancingV2::Listener.ALBListener'}, {'id': 'CKV_AWS_51', 'name': 'Ensure ECR Image Tags are immutable', 'resource': 'AWS::ECR::Repository.ECRRepository'}, {'id': 'CKV_AWS_136', 'name': 'Ensure that ECR repositories are encrypted using KMS', 'resource': 'AWS::ECR::Repository.ECRRepository'}]}"
97,"We need a CloudFormation template that creates a serverless pipeline to collect, store, and analyze AWS Organization data for centralized governance and reporting. The template should:

Provision an S3 bucket with encryption and strict access controls to store organizational data (accounts, OUs, tags) retrieved from the management account.

Deploy a Lambda function that assumes a cross-account IAM role to fetch AWS Organizations metadata (accounts, hierarchies, tags) on a weekly schedule via CloudWatch Events, writing results to S3 in JSON format.

Configure a Glue crawler to automatically catalog the S3 data into an Athena database (managementcur), enabling SQL-based querying for compliance or auditing.

Use parameterized inputs to customize the target S3 bucket, tags to include in reports, management account ID, and Athena database name.

Ensure secure permissions via IAM roles for Lambda (cross-account STS assume, Organizations read access) and Glue (S3 write access), while exporting resource ARNs for integration with analytics tools.

This template automates organization-wide visibility, centralizes data for audit readiness, and reduces manual data aggregation efforts through serverless orchestration.",groud_truth\template\organization_data_pipeline.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_97_update_8_template_20250405_080127.yaml,TRUE,,,,8,moderate,100,63.63636364,,,FALSE,87.76,"{'total_checks': 49, 'passed_checks': 43, 'failed_checks': 6, 'pass_percentage': 87.76, 'failed_check_details': [{'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.OrganizationDataBucket'}, {'id': 'CKV_AWS_116', 'name': 'Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)', 'resource': 'AWS::Lambda::Function.OrgDataCollectorFunction'}, {'id': 'CKV_AWS_173', 'name': 'Check encryption settings for Lambda environment variable', 'resource': 'AWS::Lambda::Function.OrgDataCollectorFunction'}, {'id': 'CKV_AWS_115', 'name': 'Ensure that AWS Lambda function is configured for function-level concurrent execution limit', 'resource': 'AWS::Lambda::Function.OrgDataCollectorFunction'}, {'id': 'CKV_AWS_117', 'name': 'Ensure that AWS Lambda function is configured inside a VPC', 'resource': 'AWS::Lambda::Function.OrgDataCollectorFunction'}, {'id': 'CKV_AWS_195', 'name': 'Ensure Glue component has a security configuration associated', 'resource': 'AWS::Glue::Crawler.GlueCrawler'}]}"
98,We need a CloudFormation template that creates an AWS Amplify web application with a production branch to host and deploy a TodoApp.,groud_truth\template\web.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_98_update_10_template_20250405_080937.yaml,TRUE,,,,10,moderate,100,66.66666667,,,FALSE,66.67,"{'total_checks': 9, 'passed_checks': 6, 'failed_checks': 3, 'pass_percentage': 66.67, 'failed_check_details': [{'id': 'CKV_AWS_108', 'name': 'Ensure IAM policies does not allow data exfiltration', 'resource': 'AWS::IAM::Role.AmplifyRole'}, {'id': 'CKV_AWS_109', 'name': 'Ensure IAM policies does not allow permissions management without constraints', 'resource': 'AWS::IAM::Role.AmplifyRole'}, {'id': 'CKV_AWS_111', 'name': 'Ensure IAM policies does not allow write access without constraints', 'resource': 'AWS::IAM::Role.AmplifyRole'}]}"
99,"We need a CloudFormation template that creates a secure, multi-AZ VPC architecture with public/private subnets and NAT Gateway connectivity following AWS Well-Architected security best practices. The template should:

Deploy a VPC with public subnets and private subnets across two Availability Zones (us-east-1a and us-east-1b), ensuring high availability.

Configure dedicated route tables for public/private subnets, enforcing controlled traffic flow (public subnets use IGW directly, private subnets route through NAT Gateway).

Tag all resources with identifiers for cost tracking and governance alignment.",groud_truth\template\pattern3-base.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_99_update_7_template_20250405_123351.yaml,TRUE,,,,7,moderate,80.95238095,100,,,TRUE,0,"{'total_checks': 0, 'passed_checks': 0, 'failed_checks': 0, 'pass_percentage': 0, 'failed_check_details': []}"
100,"We need a CloudFormation template that creates a standardized IAM baseline with secure, role-based access controls and cross-account trust configurations for AWS account governance. The template should:

Define IAM groups and roles (e.g., PrivilegedAdmin, RestrictedAdmin, IdentityAdmin) with granular permissions, enforcing MFA requirements for elevated actions and role assumption to enhance security.

Establish cross-account trust relationships for centralized management, allowing trusted accounts (e.g., Identity Management Account, Tooling Management Account) to assume roles while restricting sensitive operations (e.g., billing, CloudHSM) via explicit deny policies.

Provision CloudFormation and StackSet execution roles with controlled permissions for infrastructure-as-code workflows, including template validation and stack management.",groud_truth\template\baseline-iam.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_100_update_10_template_20250405_140124.yaml,TRUE,,,,10,moderate,21.05263158,80,,,FALSE,93.33,"{'total_checks': 30, 'passed_checks': 28, 'failed_checks': 2, 'pass_percentage': 93.33, 'failed_check_details': [{'id': 'CKV_AWS_109', 'name': 'Ensure IAM policies does not allow permissions management without constraints', 'resource': 'AWS::IAM::Policy.CloudFormationPolicy'}, {'id': 'CKV_AWS_111', 'name': 'Ensure IAM policies does not allow write access without constraints', 'resource': 'AWS::IAM::Policy.CloudFormationPolicy'}]}"
101,"We need a CloudFormation template that creates a VPC with flow logging configured to monitor network traffic patterns. The template should automatically provision an S3 bucket for storing flow logs. The logs must capture specified traffic types and include comprehensive metadata fields. Security requirements include blocking public access to the S3 bucket, enforcing SSL for data transfers, and granting minimal permissions for AWS log delivery services. The solution should support optional log file prefixes for organizational structuring and output the final bucket name for integration with downstream systems. ",groud_truth\template\vpc-flow-logs-custom.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_101_update_9_template_20250407_112709.yaml,TRUE,,,,9,moderate,80,100,,,FALSE,77.78,"{'total_checks': 9, 'passed_checks': 7, 'failed_checks': 2, 'pass_percentage': 77.78, 'failed_check_details': [{'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.FlowLogsBucket'}, {'id': 'CKV_AWS_21', 'name': 'Ensure the S3 bucket has versioning enabled', 'resource': 'AWS::S3::Bucket.FlowLogsBucket'}]}"
102,"We need a CloudFormation template that creates a risk management system for AWS workloads, which integrates logging, data storage, and notifications to track and respond to operational risks. The template should provision two AWS Lambda functions that interact with a DynamoDB table to store workload and risk-related data using composite keys (workload_id and question_id). It must define an IAM role granting the Lambda functions permissions to perform DynamoDB operations. Additionally, an SNS Topic is required to enable notifications, with a policy allowing SSM OpsCenter to publish alerts to this topic.",groud_truth\template\risk_management.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_102_update_1_template_20250407_112749.yaml,TRUE,,,,1,,66.66666667,66.66666667,,,FALSE,54.17,"{'total_checks': 24, 'passed_checks': 13, 'failed_checks': 11, 'pass_percentage': 54.17, 'failed_check_details': [{'id': 'CKV_AWS_28', 'name': 'Ensure DynamoDB point in time recovery (backup) is enabled', 'resource': 'AWS::DynamoDB::Table.RiskManagementTable'}, {'id': 'CKV_AWS_119', 'name': 'Ensure DynamoDB Tables are encrypted using a KMS Customer Managed CMK', 'resource': 'AWS::DynamoDB::Table.RiskManagementTable'}, {'id': 'CKV_AWS_26', 'name': 'Ensure all data stored in the SNS topic is encrypted', 'resource': 'AWS::SNS::Topic.RiskNotificationTopic'}, {'id': 'CKV_AWS_116', 'name': 'Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)', 'resource': 'AWS::Lambda::Function.RiskAssessmentFunction'}, {'id': 'CKV_AWS_173', 'name': 'Check encryption settings for Lambda environment variable', 'resource': 'AWS::Lambda::Function.RiskAssessmentFunction'}, {'id': 'CKV_AWS_115', 'name': 'Ensure that AWS Lambda function is configured for function-level concurrent execution limit', 'resource': 'AWS::Lambda::Function.RiskAssessmentFunction'}, {'id': 'CKV_AWS_117', 'name': 'Ensure that AWS Lambda function is configured inside a VPC', 'resource': 'AWS::Lambda::Function.RiskAssessmentFunction'}, {'id': 'CKV_AWS_116', 'name': 'Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)', 'resource': 'AWS::Lambda::Function.RiskMonitoringFunction'}, {'id': 'CKV_AWS_173', 'name': 'Check encryption settings for Lambda environment variable', 'resource': 'AWS::Lambda::Function.RiskMonitoringFunction'}, {'id': 'CKV_AWS_115', 'name': 'Ensure that AWS Lambda function is configured for function-level concurrent execution limit', 'resource': 'AWS::Lambda::Function.RiskMonitoringFunction'}, {'id': 'CKV_AWS_117', 'name': 'Ensure that AWS Lambda function is configured inside a VPC', 'resource': 'AWS::Lambda::Function.RiskMonitoringFunction'}]}"
103,"We need a CloudFormation template that creates a secure, monitored web application environment in AWS, which includes a PHP/Apache web server, centralized logging, and compliant network infrastructure. The template should provision a VPC with a public subnet, internet gateway, and security group allowing HTTP access to host an EC2 instance running the latest Amazon Linux AMI. The instance must automatically install Apache and PHP, generate a dynamic webpage and enforce IAM roles for CloudWatch monitoring and Systems Manager (SSM) access. An S3 bucket with server-side encryption and restricted public access is required to store CloudWatch logs, configured via bucket policies to allow log ingestion. ",groud_truth\template\security-lab-stack.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_103_update_4_template_20250407_113014.yaml,TRUE,,,,4,moderate,100,100,,,FALSE,86.36,"{'total_checks': 22, 'passed_checks': 19, 'failed_checks': 3, 'pass_percentage': 86.36, 'failed_check_details': [{'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.WebServerSecurityGroup'}, {'id': 'CKV_AWS_260', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 80', 'resource': 'AWS::EC2::SecurityGroup.WebServerSecurityGroup'}, {'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.LogBucket'}]}"
104,"We need a CloudFormation template that creates a lab environment for testing EC2 instance scheduling automation, which includes a VPC, managed instances, and an admin instance preconfigured with scheduling tools. The template should provision a VPC with a public subnet, internet gateway, and route tables to enable internet access for EC2 instances. It must deploy five lightweight (t3.nano) EC2 instances tagged for a development environment (`environment: dev`) and a dedicated admin instance that installs the AWS Instance Scheduler CLI via a user data script. The admin instance requires an IAM role with permissions to invoke Lambda functions and interact with CloudFormation, while all instances use SSM for management. Security configurations include a permissive security group (allowing unrestricted outbound traffic) and network isolation through VPC routing. ",groud_truth\template\sample_environment_template.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_104_update_8_template_20250407_113638.yaml,TRUE,,,,8,moderate,94.11764706,100,,,FALSE,91.3,"{'total_checks': 23, 'passed_checks': 21, 'failed_checks': 2, 'pass_percentage': 91.3, 'failed_check_details': [{'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.SecurityGroup'}, {'id': 'CKV_AWS_24', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 22', 'resource': 'AWS::EC2::SecurityGroup.SecurityGroup'}]}"
105,"We need a CloudFormation template that creates an IAM role for cross-service automation workflows, which centralizes permissions for Systems Manager (SSM), EC2, and monitoring tools. ",groud_truth\template\automation_role.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_105_update_1_template_20250407_114024.yaml,TRUE,,,,1,,100,33.33333333,,,TRUE,100,"{'total_checks': 13, 'passed_checks': 13, 'failed_checks': 0, 'pass_percentage': 100.0, 'failed_check_details': []}"
106,"We need a CloudFormation template that creates an S3 bucket with event-driven notifications to an SNS topic, which automates alerts or workflows when new objects are uploaded. The template should provision an S3 bucket and an SNS topic, then configure the bucket to send notifications to the topic for all s3:ObjectCreated:* events. The SNS topic must include a policy allowing the S3 service to publish messages, restricted to the specific bucket and AWS account to prevent unauthorized access. ",groud_truth\template\bucket_and_notification.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_106_update_1_template_20250407_114120.yaml,TRUE,,,,1,,100,100,,,FALSE,30,"{'total_checks': 10, 'passed_checks': 3, 'failed_checks': 7, 'pass_percentage': 30.0, 'failed_check_details': [{'id': 'CKV_AWS_26', 'name': 'Ensure all data stored in the SNS topic is encrypted', 'resource': 'AWS::SNS::Topic.NotificationTopic'}, {'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.S3Bucket'}, {'id': 'CKV_AWS_53', 'name': 'Ensure S3 bucket has block public ACLs enabled', 'resource': 'AWS::S3::Bucket.S3Bucket'}, {'id': 'CKV_AWS_54', 'name': 'Ensure S3 bucket has block public policy enabled', 'resource': 'AWS::S3::Bucket.S3Bucket'}, {'id': 'CKV_AWS_55', 'name': 'Ensure S3 bucket has ignore public ACLs enabled', 'resource': 'AWS::S3::Bucket.S3Bucket'}, {'id': 'CKV_AWS_56', 'name': 'Ensure S3 bucket has RestrictPublicBuckets enabled', 'resource': 'AWS::S3::Bucket.S3Bucket'}, {'id': 'CKV_AWS_21', 'name': 'Ensure the S3 bucket has versioning enabled', 'resource': 'AWS::S3::Bucket.S3Bucket'}]}"
107,"We need a CloudFormation template that creates a REST API Gateway integrated with an SQS queue to enable HTTP-based retrieval of messages, which simplifies polling for messages via a web endpoint. The template should provision an API Gateway with a GET method that maps to the SQS ReceiveMessage action, using AWS service integration to forward query parameters to SQS. It must configure an SQS queue with a policy allowing API Gateway to invoke ReceiveMessage, along with an IAM role granting the API Gateway permission to interact with the queue. ",groud_truth\template\APIGateway_SQS_ReceiveMessages.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_107_update_1_template_20250407_114158.yaml,TRUE,,,,1,,100,77.77777778,,,FALSE,75,"{'total_checks': 20, 'passed_checks': 15, 'failed_checks': 5, 'pass_percentage': 75.0, 'failed_check_details': [{'id': 'CKV_AWS_27', 'name': 'Ensure all data stored in the SQS queue is encrypted', 'resource': 'AWS::SQS::Queue.Queue'}, {'id': 'CKV_AWS_59', 'name': 'Ensure there is no open access to back-end resources through API', 'resource': 'AWS::ApiGateway::Method.ApiMethod'}, {'id': 'CKV_AWS_76', 'name': 'Ensure API Gateway has Access Logging enabled', 'resource': 'AWS::ApiGateway::Stage.ApiStage'}, {'id': 'CKV_AWS_120', 'name': 'Ensure API Gateway caching is enabled', 'resource': 'AWS::ApiGateway::Stage.ApiStage'}, {'id': 'CKV_AWS_73', 'name': 'Ensure API Gateway has X-Ray Tracing enabled', 'resource': 'AWS::ApiGateway::Stage.ApiStage'}]}"
108,"We need a CloudFormation template that creates a secure AWS Cognito user management system for applications while enforcing admin-managed user provisioning. The template should provision a Cognito User Pool with email verification, a customizable password policy and a preconfigured domain for hosted login pages. It must support OAuth flows and authentication methods like password-based and refresh token auth.",groud_truth\template\cognito_sample.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_108_update_4_template_20250407_114351.yaml,TRUE,,,,4,moderate,100,100,,,TRUE,0,"{'total_checks': 0, 'passed_checks': 0, 'failed_checks': 0, 'pass_percentage': 0, 'failed_check_details': []}"
109,"We need a CloudFormation template that creates an event-driven integration between AWS EventBridge and a MongoDB API endpoint, which routes application events to MongoDB for processing or logging. The template should provision an EventBridge event bus to capture custom events and configure an API destination using a MongoDB URL secured via API key authentication. It must define a connection with API key parameters (name and value) and an IAM role allowing EventBridge to invoke the MongoDB API endpoint. A dead-letter SQS queue is required to handle failed event deliveries, ensuring fault tolerance. For the MongoDBURL, you may use 'www.testanu.com'. For the ApiKeyName and ApiKeyValue you may use 'test_name' and 'test_value'.",groud_truth\template\mongoDB.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_109_update_3_template_20250407_114605.yaml,TRUE,,,,3,simple,100,85.71428571,,,FALSE,80,"{'total_checks': 10, 'passed_checks': 8, 'failed_checks': 2, 'pass_percentage': 80.0, 'failed_check_details': [{'id': 'CKV_AWS_27', 'name': 'Ensure all data stored in the SQS queue is encrypted', 'resource': 'AWS::SQS::Queue.DeadLetterQueue'}, {'id': 'CKV_AWS_111', 'name': 'Ensure IAM policies does not allow write access without constraints', 'resource': 'AWS::IAM::Role.EventBridgeRole'}]}"
110,"We need a CloudFormation template that creates a cross-account private API Gateway integrated with a Lambda function, which enforces secure access via a VPC endpoint and custom domain. The template should provision a private API Gateway (configured to allow access only from a specified VPC endpoint ID) with a Lambda backend that returns a simple response. It must include IAM roles for Lambda execution (with basic CloudWatch logging permissions) and API Gateway-to-Lambda invocation policies. The API Gateway is deployed with a custom domain name and a stage, ensuring controlled access through VPC endpoint restrictions. ",groud_truth\template\crossAccResources.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_110_update_9_template_20250407_115114.yaml,TRUE,,,,9,moderate,100,80,,,FALSE,76.67,"{'total_checks': 30, 'passed_checks': 23, 'failed_checks': 7, 'pass_percentage': 76.67, 'failed_check_details': [{'id': 'CKV_AWS_116', 'name': 'Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)', 'resource': 'AWS::Lambda::Function.LambdaFunction'}, {'id': 'CKV_AWS_115', 'name': 'Ensure that AWS Lambda function is configured for function-level concurrent execution limit', 'resource': 'AWS::Lambda::Function.LambdaFunction'}, {'id': 'CKV_AWS_117', 'name': 'Ensure that AWS Lambda function is configured inside a VPC', 'resource': 'AWS::Lambda::Function.LambdaFunction'}, {'id': 'CKV_AWS_59', 'name': 'Ensure there is no open access to back-end resources through API', 'resource': 'AWS::ApiGateway::Method.ApiMethod'}, {'id': 'CKV_AWS_76', 'name': 'Ensure API Gateway has Access Logging enabled', 'resource': 'AWS::ApiGateway::Stage.ApiStage'}, {'id': 'CKV_AWS_120', 'name': 'Ensure API Gateway caching is enabled', 'resource': 'AWS::ApiGateway::Stage.ApiStage'}, {'id': 'CKV_AWS_73', 'name': 'Ensure API Gateway has X-Ray Tracing enabled', 'resource': 'AWS::ApiGateway::Stage.ApiStage'}]}"
111,"We need a CloudFormation template that creates an EventBridge integration with DataDog for centralized log forwarding, which automates the delivery of application logs to DataDog¡¯s API. The template should provision an EventBridge event bus to capture events from a specified source (MyDataDogApp) and configure an API destination targeting DataDog¡¯s log ingestion endpoint (https://http-intake.logs.datadoghq.com). It must define a secure connection using a DataDog API key (testanu) for authentication and an IAM role granting EventBridge permissions to invoke the API destination. A dead-letter SQS queue is included to handle failed log deliveries, ensuring fault tolerance. ",groud_truth\template\DataDogApiDestination.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_111_update_4_template_20250407_120928.yaml,TRUE,,,,4,moderate,83.33333333,83.33333333,,,FALSE,80,"{'total_checks': 10, 'passed_checks': 8, 'failed_checks': 2, 'pass_percentage': 80.0, 'failed_check_details': [{'id': 'CKV_AWS_27', 'name': 'Ensure all data stored in the SQS queue is encrypted', 'resource': 'AWS::SQS::Queue.DeadLetterQueue'}, {'id': 'CKV_AWS_111', 'name': 'Ensure IAM policies does not allow write access without constraints', 'resource': 'AWS::IAM::Role.EventBridgeRole'}]}"
112,"We need a CloudFormation template that creates an S3 bucket with an SQS queue for event-driven object upload notifications. The template should provision an S3 bucket and an SQS queue, then configure the bucket to send notifications to the queue for all s3:ObjectCreated:* events. ",groud_truth\template\sns-sqs.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_112_update_1_template_20250407_121140.yaml,TRUE,,,,1,,100,100,,,FALSE,70,"{'total_checks': 10, 'passed_checks': 7, 'failed_checks': 3, 'pass_percentage': 70.0, 'failed_check_details': [{'id': 'CKV_AWS_27', 'name': 'Ensure all data stored in the SQS queue is encrypted', 'resource': 'AWS::SQS::Queue.NotificationQueue'}, {'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.S3Bucket'}, {'id': 'CKV_AWS_21', 'name': 'Ensure the S3 bucket has versioning enabled', 'resource': 'AWS::S3::Bucket.S3Bucket'}]}"
