resource,service,total_props,required_props,required_names
AWS::Deadline::Queue,Deadline,10,2,"DisplayName, FarmId"
AWS::DataZone::UserProfile,DataZone,4,2,"UserIdentifier, DomainIdentifier"
AWS::DataZone::Project,DataZone,9,2,"Name, DomainIdentifier"
AWS::DMS::Endpoint,DMS,31,2,"EndpointType, EngineName"
AWS::DataZone::GroupProfile,DataZone,3,2,"DomainIdentifier, GroupIdentifier"
AWS::DMS::ReplicationSubnetGroup,DMS,4,2,"ReplicationSubnetGroupDescription, SubnetIds"
AWS::DataZone::Domain,DataZone,8,2,"DomainExecutionRole, Name"
AWS::DataZone::Connection,DataZone,9,2,"Name, DomainIdentifier"
AWS::DataSync::Task,DataSync,12,2,"DestinationLocationArn, SourceLocationArn"
AWS::DataBrew::Dataset,DataBrew,7,2,"Input, Name"
AWS::DataSync::LocationFSxWindows,DataSync,9,2,"User, SecurityGroupArns"
AWS::DataSync::LocationFSxOpenZFS,DataSync,5,2,"Protocol, SecurityGroupArns"
AWS::DataSync::LocationFSxONTAP,DataSync,5,2,"StorageVirtualMachineArn, SecurityGroupArns"
AWS::DataBrew::Schedule,DataBrew,4,2,"CronExpression, Name"
AWS::EC2::ClientVpnTargetNetworkAssociation,EC2,2,2,"ClientVpnEndpointId, SubnetId"
AWS::EC2::EC2Fleet,EC2,13,2,"TargetCapacitySpecification, LaunchTemplateConfigs"
AWS::EC2::VPCDHCPOptionsAssociation,EC2,2,2,"VpcId, DhcpOptionsId"
AWS::EC2::EnclaveCertificateIamRoleAssociation,EC2,2,2,"RoleArn, CertificateArn"
AWS::EC2::TransitGatewayRouteTablePropagation,EC2,2,2,"TransitGatewayRouteTableId, TransitGatewayAttachmentId"
AWS::EC2::TransitGatewayRouteTableAssociation,EC2,2,2,"TransitGatewayRouteTableId, TransitGatewayAttachmentId"
AWS::EC2::TransitGatewayRoute,EC2,4,2,"TransitGatewayRouteTableId, DestinationCidrBlock"
AWS::EC2::TransitGatewayConnectPeer,EC2,3,2,"ConnectPeerConfiguration, TransitGatewayAttachmentId"
AWS::EC2::TransitGatewayConnect,EC2,3,2,"Options, TransportTransitGatewayAttachmentId"
AWS::Connect::EmailAddress,Connect,6,2,"InstanceArn, EmailAddress"
AWS::Connect::Instance,Connect,5,2,"IdentityManagementType, Attributes"
AWS::EC2::SubnetRouteTableAssociation,EC2,2,2,"RouteTableId, SubnetId"
AWS::EC2::SubnetNetworkAclAssociation,EC2,2,2,"NetworkAclId, SubnetId"
AWS::EC2::SecurityGroupVpcAssociation,EC2,2,2,"VpcId, GroupId"
AWS::EC2::SecurityGroupEgress,EC2,9,2,"IpProtocol, GroupId"
AWS::EC2::RouteServerPropagation,EC2,2,2,"RouteTableId, RouteServerId"
AWS::EC2::RouteServerEndpoint,EC2,3,2,"SubnetId, RouteServerId"
AWS::EC2::RouteServerAssociation,EC2,2,2,"VpcId, RouteServerId"
AWS::EC2::PrefixList,EC2,5,2,"PrefixListName, AddressFamily"
AWS::Connect::Notification,Connect,6,2,"Content, InstanceArn"
AWS::EC2::NetworkInsightsPath,EC2,9,2,"Protocol, Source"
AWS::Connect::PredefinedAttribute,Connect,5,2,"InstanceArn, Name"
AWS::Connect::Prompt,Connect,5,2,"InstanceArn, Name"
AWS::EC2::LocalGatewayRouteTableVirtualInterfaceGroupAssociation,EC2,3,2,"LocalGatewayRouteTableId, LocalGatewayVirtualInterfaceGroupId"
AWS::EC2::LocalGatewayRouteTableVPCAssociation,EC2,3,2,"VpcId, LocalGatewayRouteTableId"
AWS::EC2::LocalGatewayRoute,EC2,4,2,"LocalGatewayRouteTableId, DestinationCidrBlock"
AWS::EC2::IpPoolRouteTableAssociation,EC2,2,2,"RouteTableId, PublicIpv4Pool"
AWS::EC2::IPAMResourceDiscoveryAssociation,EC2,3,2,"IpamId, IpamResourceDiscoveryId"
AWS::EC2::IPAMPool,EC2,16,2,"IpamScopeId, AddressFamily"
AWS::EC2::GatewayRouteTableAssociation,EC2,2,2,"RouteTableId, GatewayId"
AWS::EC2::FlowLog,EC2,12,2,"ResourceId, ResourceType"
AWS::Greengrass::ConnectorDefinitionVersion,Greengrass,2,2,"Connectors, ConnectorDefinitionId"
AWS::IdentityStore::Group,IdentityStore,3,2,"DisplayName, IdentityStoreId"
AWS::GuardDuty::ThreatIntelSet,GuardDuty,7,2,"Format, Location"
AWS::Greengrass::FunctionDefinitionVersion,Greengrass,3,2,"Functions, FunctionDefinitionId"
AWS::Greengrass::DeviceDefinitionVersion,Greengrass,2,2,"DeviceDefinitionId, Devices"
AWS::GuardDuty::TrustedEntitySet,GuardDuty,7,2,"Format, Location"
AWS::Greengrass::LoggerDefinitionVersion,Greengrass,2,2,"LoggerDefinitionId, Loggers"
AWS::IAM::Policy,IAM,5,2,"PolicyName, PolicyDocument"
AWS::Greengrass::ResourceDefinitionVersion,Greengrass,2,2,"Resources, ResourceDefinitionId"
AWS::IAM::UserToGroupAddition,IAM,2,2,"GroupName, Users"
AWS::GuardDuty::IPSet,GuardDuty,7,2,"Format, Location"
AWS::Greengrass::SubscriptionDefinitionVersion,Greengrass,2,2,"SubscriptionDefinitionId, Subscriptions"
AWS::GroundStation::Config,GroundStation,3,2,"ConfigData, Name"
AWS::IAM::UserPolicy,IAM,3,2,"UserName, PolicyName"
AWS::GuardDuty::ThreatEntitySet,GuardDuty,7,2,"Format, Location"
AWS::GuardDuty::Master,GuardDuty,3,2,"DetectorId, MasterId"
AWS::IAM::RolePolicy,IAM,3,2,"RoleName, PolicyName"
AWS::GuardDuty::MalwareProtectionPlan,GuardDuty,4,2,"Role, ProtectedResource"
AWS::IAM::GroupPolicy,IAM,3,2,"GroupName, PolicyName"
AWS::EC2::VPCBlockPublicAccessExclusion,EC2,4,1,InternetGatewayExclusionMode
AWS::EC2::SnapshotBlockPublicAccess,EC2,1,1,State
AWS::S3::AccessPoint,S3,7,1,Bucket
AWS::IAM::InstanceProfile,IAM,3,1,Roles
AWS::S3::StorageLens,S3,2,1,StorageLensConfiguration
AWS::EC2::SecurityGroupIngress,EC2,12,1,IpProtocol
AWS::S3Express::AccessPoint,S3Express,8,1,Bucket
AWS::IoT::Policy,IoT,3,1,PolicyDocument
AWS::S3::MultiRegionAccessPoint,S3,3,1,Regions
AWS::EC2::Subnet,EC2,17,1,VpcId
AWS::EC2::SpotFleet,EC2,2,1,SpotFleetRequestConfigData
AWS::EC2::SqlHaStandbyDetectedInstance,EC2,2,1,InstanceId
AWS::Route53Resolver::ResolverRule,Route53Resolver,7,1,RuleType
AWS::EC2::SubnetCidrBlock,EC2,4,1,SubnetId
AWS::IoT::RoleAlias,IoT,4,1,RoleArn
AWS::IAM::AccessKey,IAM,3,1,UserName
AWS::Route53RecoveryControl::RoutingControl,Route53RecoveryControl,3,1,Name
AWS::Route53RecoveryControl::ControlPanel,Route53RecoveryControl,3,1,Name
AWS::Route53RecoveryControl::Cluster,Route53RecoveryControl,3,1,Name
AWS::Route53Profiles::Profile,Route53Profiles,2,1,Name
AWS::EC2::TransitGatewayMeteringPolicy,EC2,3,1,TransitGatewayId
AWS::EC2::SecurityGroup,EC2,6,1,GroupDescription
AWS::EC2::RouteServer,EC2,5,1,AmazonSideAsn
AWS::S3ObjectLambda::AccessPoint,S3ObjectLambda,2,1,ObjectLambdaConfiguration
AWS::SES::MailManagerRuleSet,SES,3,1,Rules
AWS::EC2::LocalGatewayRouteTable,EC2,3,1,LocalGatewayId
AWS::SSM::Document,SSM,10,1,Content
AWS::SSM::Association,SSM,17,1,Name
AWS::IAM::Role,IAM,9,1,AssumeRolePolicyDocument
AWS::IoT::Command,IoT,14,1,CommandId
AWS::IoT::CustomMetric,IoT,4,1,MetricType
AWS::EC2::LocalGatewayVirtualInterfaceGroup,EC2,4,1,LocalGatewayId
AWS::EC2::NetworkAcl,EC2,2,1,VpcId
AWS::EC2::NetworkInsightsAccessScopeAnalysis,EC2,2,1,NetworkInsightsAccessScopeId
AWS::SES::Tenant,SES,3,1,TenantName
AWS::EC2::NetworkInsightsAnalysis,EC2,5,1,NetworkInsightsPathId
AWS::SES::ReceiptFilter,SES,1,1,Filter
AWS::EC2::NetworkInterface,EC2,17,1,SubnetId
AWS::Connect::PhoneNumber,Connect,7,1,TargetArn
AWS::EC2::RouteTable,EC2,2,1,VpcId
AWS::SES::MailManagerAddonSubscription,SES,2,1,AddonName
AWS::SES::MailManagerAddonInstance,SES,2,1,AddonSubscriptionId
AWS::SES::EmailIdentity,SES,7,1,EmailIdentity
AWS::IoT::EncryptionConfiguration,IoT,3,1,EncryptionType
AWS::S3Vectors::VectorBucketPolicy,S3Vectors,3,1,Policy
AWS::AppRunner::Service,AppRunner,9,1,SourceConfiguration
AWS::IoT::FleetMetric,IoT,10,1,MetricName
AWS::S3Tables::TableBucket,S3Tables,6,1,TableBucketName
AWS::AppRunner::VpcConnector,AppRunner,4,1,Subnets
AWS::EC2::Route,EC2,15,1,RouteTableId
AWS::AppSync::Api,AppSync,4,1,Name
AWS::CloudFront::OriginAccessControl,CloudFront,1,1,OriginAccessControlConfig
AWS::IAM::ManagedPolicy,IAM,7,1,PolicyDocument
AWS::Route53GlobalResolver::AccessToken,Route53GlobalResolver,5,1,DnsViewId
AWS::Route53::CidrCollection,Route53,2,1,Name
AWS::AppSync::ApiKey,AppSync,4,1,ApiId
AWS::Route53::HealthCheck,Route53,2,1,HealthCheckConfig
AWS::IoT::TopicRule,IoT,3,1,TopicRulePayload
AWS::ApplicationInsights::Application,ApplicationInsights,12,1,ResourceGroupName
AWS::ApplicationSignals::GroupingConfiguration,ApplicationSignals,1,1,GroupingAttributeDefinitions
AWS::RDS::EventSubscription,RDS,7,1,SnsTopicArn
AWS::IoTAnalytics::Dataset,IoTAnalytics,8,1,Actions
AWS::EC2::VPNGateway,EC2,3,1,Type
AWS::RDS::DBSecurityGroupIngress,RDS,5,1,DBSecurityGroupName
AWS::IoTAnalytics::Pipeline,IoTAnalytics,3,1,PipelineActivities
AWS::ApplicationSignals::ServiceLevelObjective,ApplicationSignals,8,1,Name
AWS::EC2::VerifiedAccessGroup,EC2,6,1,VerifiedAccessInstanceId
AWS::IoTCoreDeviceAdvisor::SuiteDefinition,IoTCoreDeviceAdvisor,2,1,SuiteDefinitionConfiguration
AWS::RAM::ResourceShare,RAM,7,1,Name
AWS::ECR::PullTimeUpdateExclusion,ECR,1,1,PrincipalArn
AWS::Athena::WorkGroup,Athena,6,1,Name
AWS::ECR::RegistryPolicy,ECR,1,1,PolicyText
AWS::ECR::ReplicationConfiguration,ECR,1,1,ReplicationConfiguration
AWS::QLDB::Ledger,QLDB,5,1,PermissionsMode
AWS::QBusiness::WebExperience,QBusiness,11,1,ApplicationId
AWS::AutoScaling::ScalingPolicy,AutoScaling,11,1,AutoScalingGroupName
AWS::AutoScaling::ScheduledAction,AutoScaling,8,1,AutoScalingGroupName
AWS::AutoScaling::WarmPool,AutoScaling,5,1,AutoScalingGroupName
AWS::ECR::SigningConfiguration,ECR,1,1,Rules
AWS::QBusiness::Application,QBusiness,14,1,DisplayName
AWS::PinpointEmail::Identity,PinpointEmail,5,1,Name
AWS::PinpointEmail::ConfigurationSet,PinpointEmail,6,1,Name
AWS::Pinpoint::VoiceChannel,Pinpoint,2,1,ApplicationId
AWS::IoTEvents::Input,IoTEvents,4,1,InputDefinition
AWS::EC2::VPCGatewayAttachment,EC2,3,1,VpcId
AWS::RUM::AppMonitor,RUM,10,1,Name
AWS::EC2::VPCEndpointServicePermissions,EC2,2,1,ServiceId
AWS::ResourceExplorer2::DefaultViewAssociation,ResourceExplorer2,1,1,ViewArn
AWS::Route53::DNSSEC,Route53,1,1,HostedZoneId
AWS::EC2::LaunchTemplate,EC2,4,1,LaunchTemplateData
AWS::EC2::TransitGatewayMulticastDomain,EC2,3,1,TransitGatewayId
AWS::Connect::ContactFlowVersion,Connect,2,1,ContactFlowId
AWS::RoboMaker::SimulationApplicationVersion,RoboMaker,2,1,Application
AWS::Connect::ContactFlowModuleVersion,Connect,2,1,ContactFlowModuleId
AWS::RoboMaker::RobotApplicationVersion,RoboMaker,2,1,Application
AWS::IoT::SoftwarePackageVersion,IoT,8,1,PackageName
AWS::EC2::TransitGatewayRouteTable,EC2,2,1,TransitGatewayId
AWS::ResourceGroups::Group,ResourceGroups,6,1,Name
AWS::ResourceExplorer2::View,ResourceExplorer2,5,1,ViewName
AWS::ResourceExplorer2::Index,ResourceExplorer2,2,1,Type
AWS::Rekognition::Project,Rekognition,2,1,ProjectName
AWS::Redshift::ClusterSecurityGroup,Redshift,2,1,Description
AWS::Rekognition::Collection,Rekognition,2,1,CollectionId
AWS::EC2::VPCBlockPublicAccessOptions,EC2,1,1,InternetGatewayBlockMode
AWS::EC2::VPCCidrBlock,EC2,10,1,VpcId
AWS::AppSync::GraphQLSchema,AppSync,3,1,ApiId
AWS::RedshiftServerless::Workgroup,RedshiftServerless,18,1,WorkgroupName
AWS::RedshiftServerless::Snapshot,RedshiftServerless,4,1,SnapshotName
AWS::RedshiftServerless::Namespace,RedshiftServerless,16,1,NamespaceName
AWS::Redshift::ScheduledAction,Redshift,8,1,ScheduledActionName
AWS::HealthLake::FHIRDatastore,HealthLake,6,1,DatastoreTypeVersion
AWS::Redshift::EventSubscription,Redshift,8,1,SubscriptionName
AWS::EC2::VPCEndpoint,EC2,14,1,VpcId
AWS::Redshift::ClusterSecurityGroupIngress,Redshift,4,1,ClusterSecurityGroupName
AWS::IoT::Certificate,IoT,5,1,Status
AWS::SSMContacts::Plan,SSMContacts,3,1,ContactId
AWS::EC2::KeyPair,EC2,5,1,KeyName
AWS::Transfer::Workflow,Transfer,4,1,Steps
AWS::DMS::EventSubscription,DMS,7,1,SnsTopicArn
AWS::WAF::SqlInjectionMatchSet,WAF,2,1,Name
AWS::IVSChat::LoggingConfiguration,IVSChat,3,1,DestinationConfiguration
AWS::WAF::IPSet,WAF,2,1,Name
AWS::WAF::ByteMatchSet,WAF,2,1,Name
AWS::VpcLattice::TargetGroup,VpcLattice,5,1,Type
AWS::DMS::DataProvider,DMS,7,1,Engine
AWS::DataZone::ProjectProfile,DataZone,10,1,Name
AWS::VpcLattice::DomainVerification,VpcLattice,2,1,DomainName
AWS::VpcLattice::AccessLogSubscription,VpcLattice,4,1,DestinationArn
AWS::Deadline::Farm,Deadline,5,1,DisplayName
AWS::VerifiedPermissions::PolicyStore,VerifiedPermissions,6,1,ValidationSettings
AWS::DAX::SubnetGroup,DAX,3,1,SubnetIds
AWS::Transfer::WebApp,Transfer,7,1,IdentityProviderDetails
AWS::SSM::PatchBaseline,SSM,15,1,Name
AWS::Transfer::Connector,Transfer,9,1,AccessRole
AWS::Timestream::Table,Timestream,6,1,DatabaseName
AWS::ApiGateway::BasePathMapping,ApiGateway,5,1,DomainName
AWS::CustomerProfiles::Integration,CustomerProfiles,8,1,DomainName
AWS::Synthetics::Group,Synthetics,3,1,Name
AWS::SupportApp::SlackWorkspaceConfiguration,SupportApp,2,1,TeamId
AWS::SupportApp::AccountAlias,SupportApp,1,1,AccountAlias
AWS::StepFunctions::StateMachineVersion,StepFunctions,3,1,StateMachineArn
AWS::StepFunctions::StateMachine,StepFunctions,11,1,RoleArn
AWS::StepFunctions::Activity,StepFunctions,3,1,Name
AWS::Detective::OrganizationAdmin,Detective,1,1,AccountId
AWS::Signer::SigningProfile,Signer,3,1,PlatformId
AWS::ApiGateway::Deployment,ApiGateway,5,1,RestApiId
AWS::WAFRegional::ByteMatchSet,WAFRegional,2,1,Name
AWS::WAFRegional::GeoMatchSet,WAFRegional,2,1,Name
AWS::WAFRegional::IPSet,WAFRegional,2,1,Name
AWS::WAFRegional::SizeConstraintSet,WAFRegional,2,1,Name
AWS::XRay::Group,XRay,4,1,GroupName
AWS::DataPipeline::Pipeline,DataPipeline,7,1,Name
AWS::WorkspacesInstances::Volume,WorkspacesInstances,9,1,AvailabilityZone
AWS::WorkSpacesWeb::UserAccessLoggingSettings,WorkSpacesWeb,2,1,KinesisStreamArn
AWS::WorkSpacesWeb::TrustStore,WorkSpacesWeb,2,1,CertificateList
AWS::DataSync::LocationAzureBlob,DataSync,10,1,AzureBlobAuthenticationType
AWS::AIOps::InvestigationGroup,AIOps,10,1,Name
AWS::WorkSpacesWeb::IpAccessSettings,WorkSpacesWeb,6,1,IpRules
AWS::DataSync::LocationEFS,DataSync,7,1,Ec2Config
AWS::WorkSpacesThinClient::Environment,WorkSpacesThinClient,10,1,DesktopArn
AWS::DataSync::LocationFSxLustre,DataSync,4,1,SecurityGroupArns
AWS::WorkSpaces::ConnectionAlias,WorkSpaces,2,1,ConnectionString
AWS::Wisdom::MessageTemplateVersion,Wisdom,2,1,MessageTemplateArn
AWS::ARCZonalShift::AutoshiftObserverNotificationStatus,ARCZonalShift,1,1,Status
AWS::DataSync::LocationNFS,DataSync,5,1,OnPremConfig
AWS::ARCZonalShift::ZonalAutoshiftConfiguration,ARCZonalShift,3,1,ResourceIdentifier
AWS::AccessAnalyzer::Analyzer,AccessAnalyzer,5,1,Type
AWS::DataSync::LocationS3,DataSync,5,1,S3Config
AWS::DataSync::LocationSMB,DataSync,15,1,AgentArns
AWS::IVS::RecordingConfiguration,IVS,6,1,DestinationConfiguration
AWS::Amplify::App,Amplify,18,1,Name
AWS::IVS::StorageConfiguration,IVS,3,1,S3
AWS::IVS::StreamKey,IVS,2,1,ChannelArn
AWS::WAFRegional::XssMatchSet,WAFRegional,2,1,Name
AWS::DMS::ReplicationInstance,DMS,17,1,ReplicationInstanceClass
AWS::DataZone::EnvironmentActions,DataZone,6,1,Name
AWS::WAFRegional::SqlInjectionMatchSet,WAFRegional,2,1,Name
AWS::DevOpsAgent::AgentSpace,DevOpsAgent,5,1,Name
AWS::DevOpsAgent::Service,DevOpsAgent,4,1,ServiceType
AWS::Shield::DRTAccess,Shield,2,1,RoleArn
AWS::EC2::CarrierGateway,EC2,2,1,VpcId
AWS::ApiGatewayV2::Deployment,ApiGatewayV2,3,1,ApiId
AWS::ApiGatewayV2::DomainName,ApiGatewayV2,5,1,DomainName
AWS::CloudFront::ResponseHeadersPolicy,CloudFront,1,1,ResponseHeadersPolicyConfig
AWS::SageMaker::ModelPackageGroup,SageMaker,4,1,ModelPackageGroupName
AWS::Interconnect::Connection,Interconnect,7,1,AttachPoint
AWS::EC2::EgressOnlyInternetGateway,EC2,2,1,VpcId
AWS::InternetMonitor::Monitor,InternetMonitor,12,1,MonitorName
AWS::CloudFront::PublicKey,CloudFront,1,1,PublicKeyConfig
AWS::CloudFront::OriginRequestPolicy,CloudFront,1,1,OriginRequestPolicyConfig
AWS::EC2::Host,EC2,9,1,AvailabilityZone
AWS::SageMaker::EndpointConfig,SageMaker,11,1,ProductionVariants
AWS::SageMaker::Endpoint,SageMaker,7,1,EndpointConfigName
AWS::AppConfig::Application,AppConfig,3,1,Name
AWS::EC2::IPAMAllocation,EC2,4,1,IpamPoolId
AWS::SageMaker::Device,SageMaker,3,1,DeviceFleetName
AWS::IoT::Authorizer,IoT,8,1,AuthorizerFunctionArn
AWS::SageMaker::CodeRepository,SageMaker,3,1,GitConfig
AWS::SageMaker::AppImageConfig,SageMaker,5,1,AppImageConfigName
AWS::EC2::IPAMPoolCidr,EC2,3,1,IpamPoolId
AWS::EC2::IPAMPrefixListResolver,EC2,5,1,AddressFamily
AWS::SSO::InstanceAccessControlAttributeConfiguration,SSO,2,1,InstanceArn
AWS::EC2::IPAMScope,EC2,4,1,IpamId
AWS::SSMQuickSetup::ConfigurationManager,SSMQuickSetup,4,1,ConfigurationDefinitions
AWS::SSMIncidents::ReplicationSet,SSMIncidents,3,1,Regions
AWS::EC2::InstanceConnectEndpoint,EC2,5,1,SubnetId
AWS::Pinpoint::PushTemplate,Pinpoint,9,1,TemplateName
AWS::SSM::ResourceDataSync,SSM,9,1,SyncName
AWS::SageMaker::Project,SageMaker,6,1,ProjectName
AWS::ApiGatewayV2::ApiGatewayManagedOverrides,ApiGatewayV2,4,1,ApiId
AWS::ServiceDiscovery::PublicDnsNamespace,ServiceDiscovery,4,1,Name
AWS::Inspector::ResourceGroup,Inspector,1,1,ResourceGroupTags
AWS::DevOpsGuru::NotificationChannel,DevOpsGuru,1,1,Config
AWS::ServiceDiscovery::HttpNamespace,ServiceDiscovery,3,1,Name
AWS::DevOpsGuru::ResourceCollection,DevOpsGuru,1,1,ResourceCollectionFilter
AWS::DirectConnect::DirectConnectGateway,DirectConnect,3,1,DirectConnectGatewayName
AWS::ServiceCatalogAppRegistry::Application,ServiceCatalogAppRegistry,3,1,Name
AWS::ServiceCatalog::PortfolioPrincipalAssociation,ServiceCatalog,4,1,PrincipalType
AWS::Connect::ViewVersion,Connect,3,1,ViewArn
AWS::Connect::UserHierarchyStructure,Connect,2,1,InstanceArn
AWS::ApiGateway::Model,ApiGateway,5,1,RestApiId
AWS::ServiceCatalog::AcceptedPortfolioShare,ServiceCatalog,2,1,PortfolioId
AWS::CloudFront::VpcOrigin,CloudFront,2,1,VpcOriginEndpointConfig
AWS::ApiGateway::RequestValidator,ApiGateway,4,1,RestApiId
AWS::SecurityHub::Standard,SecurityHub,2,1,StandardsArn
AWS::SecurityHub::SecurityControl,SecurityHub,4,1,Parameters
AWS::SecurityHub::ProductSubscription,SecurityHub,1,1,ProductArn
AWS::SecurityHub::OrganizationConfiguration,SecurityHub,3,1,AutoEnable
AWS::ApiGateway::Stage,ApiGateway,14,1,RestApiId
AWS::SecurityHub::FindingAggregator,SecurityHub,2,1,RegionLinkingMode
AWS::SecurityHub::DelegatedAdmin,SecurityHub,1,1,AdminAccountId
AWS::DocDB::EventSubscription,DocDB,6,1,SnsTopicArn
AWS::DocDB::GlobalCluster,DocDB,7,1,GlobalClusterIdentifier
AWS::CloudFront::TrustStore,CloudFront,3,1,Name
AWS::DynamoDB::GlobalTable,DynamoDB,18,1,Replicas
AWS::DynamoDB::Table,DynamoDB,20,1,KeySchema
AWS::Connect::TaskTemplate,Connect,11,1,InstanceArn
AWS::SecurityAgent::AgentSpace,SecurityAgent,8,1,Name
AWS::SecretsManager::RotationSchedule,SecretsManager,7,1,SecretId
AWS::Pinpoint::SMSChannel,Pinpoint,4,1,ApplicationId
AWS::IAM::VirtualMFADevice,IAM,4,1,Users
AWS::Pinpoint::InAppTemplate,Pinpoint,6,1,TemplateName
AWS::Bedrock::GuardrailVersion,Bedrock,2,1,GuardrailIdentifier
AWS::Bedrock::DataAutomationProject,Bedrock,9,1,ProjectName
AWS::CloudWatch::CompositeAlarm,CloudWatch,11,1,AlarmRule
AWS::Logs::DeliverySource,Logs,4,1,Name
AWS::NetworkManager::Device,NetworkManager,10,1,GlobalNetworkId
AWS::CodeCommit::Repository,CodeCommit,6,1,RepositoryName
AWS::Bedrock::FlowVersion,Bedrock,2,1,FlowArn
AWS::GameLift::Location,GameLift,2,1,LocationName
AWS::NetworkManager::CoreNetwork,NetworkManager,4,1,GlobalNetworkId
AWS::Logs::LogStream,Logs,2,1,LogGroupName
AWS::GameLift::GameSessionQueue,GameLift,9,1,Name
AWS::CodeConnections::Connection,CodeConnections,4,1,ConnectionName
AWS::IoTThingsGraph::FlowTemplate,IoTThingsGraph,2,1,Definition
AWS::GameLift::Fleet,GameLift,24,1,Name
AWS::CertificateManager::Certificate,CertificateManager,9,1,DomainName
AWS::GroundStation::DataflowEndpointGroup,GroundStation,4,1,EndpointDetails
AWS::Cognito::UserPoolClient,Cognito,23,1,UserPoolId
AWS::CloudFront::CloudFrontOriginAccessIdentity,CloudFront,1,1,CloudFrontOriginAccessIdentityConfig
AWS::CertificateManager::Account,CertificateManager,1,1,ExpiryEventsConfiguration
AWS::NeptuneGraph::Graph,NeptuneGraph,7,1,ProvisionedMemory
AWS::GameLift::ContainerFleet,GameLift,18,1,FleetRoleArn
AWS::LookoutVision::Project,LookoutVision,1,1,ProjectName
AWS::Neptune::EventSubscription,Neptune,7,1,SnsTopicArn
AWS::NetworkManager::Site,NetworkManager,4,1,GlobalNetworkId
AWS::ElasticLoadBalancing::LoadBalancer,ElasticLoadBalancing,16,1,Listeners
AWS::Bedrock::Prompt,Bedrock,6,1,Name
AWS::Location::Tracker,Location,7,1,TrackerName
AWS::CloudFormation::Stack,CloudFormation,5,1,TemplateURL
AWS::CloudFront::ContinuousDeploymentPolicy,CloudFront,1,1,ContinuousDeploymentPolicyConfig
AWS::Oam::Sink,Oam,3,1,Name
AWS::ElastiCache::ReplicationGroup,ElastiCache,38,1,ReplicationGroupDescription
AWS::Bedrock::AutomatedReasoningPolicy,Bedrock,6,1,Name
AWS::Lightsail::StaticIp,Lightsail,2,1,StaticIpName
AWS::Location::GeofenceCollection,Location,4,1,CollectionName
AWS::Glue::Catalog,Glue,11,1,Name
AWS::Greengrass::ResourceDefinition,Greengrass,3,1,Name
AWS::GlobalAccelerator::CrossAccountAttachment,GlobalAccelerator,4,1,Name
AWS::GlobalAccelerator::Accelerator,GlobalAccelerator,5,1,Name
AWS::ElasticBeanstalk::Environment,ElasticBeanstalk,12,1,ApplicationName
AWS::BillingConductor::PricingPlan,BillingConductor,4,1,Name
AWS::ElastiCache::SecurityGroup,ElastiCache,2,1,Description
AWS::GameLift::Script,GameLift,5,1,StorageLocation
AWS::Notifications::NotificationHub,Notifications,1,1,Region
AWS::Logs::DeliveryDestination,Logs,6,1,Name
AWS::CloudFront::ConnectionGroup,CloudFront,5,1,Name
AWS::Cognito::UserPoolGroup,Cognito,5,1,UserPoolId
AWS::Bedrock::AutomatedReasoningPolicyVersion,Bedrock,3,1,PolicyArn
AWS::GuardDuty::Detector,GuardDuty,5,1,Enable
AWS::ElasticBeanstalk::ConfigurationTemplate,ElasticBeanstalk,7,1,ApplicationName
AWS::CloudFront::CachePolicy,CloudFront,1,1,CachePolicyConfig
AWS::Neptune::DBInstance,Neptune,11,1,DBInstanceClass
AWS::CloudFront::Distribution,CloudFront,2,1,DistributionConfig
AWS::FinSpace::Environment,FinSpace,7,1,Name
AWS::Evidently::Project,Evidently,5,1,Name
AWS::Evidently::Segment,Evidently,4,1,Name
AWS::FraudDetector::EntityType,FraudDetector,3,1,Name
AWS::MediaLive::EventBridgeRuleTemplateGroup,MediaLive,3,1,Name
AWS::CodeStarConnections::Connection,CodeStarConnections,4,1,ConnectionName
AWS::MWAA::Environment,MWAA,26,1,Name
AWS::CodeGuruProfiler::ProfilingGroup,CodeGuruProfiler,5,1,ProfilingGroupName
AWS::Greengrass::SubscriptionDefinition,Greengrass,3,1,Name
AWS::MediaLive::CloudWatchAlarmTemplateGroup,MediaLive,3,1,Name
AWS::BedrockAgentCore::WorkloadIdentity,BedrockAgentCore,3,1,Name
AWS::ManagedBlockchain::Accessor,ManagedBlockchain,3,1,AccessorType
AWS::IoTWireless::MulticastGroup,IoTWireless,6,1,LoRaWAN
AWS::ManagedBlockchain::Member,ManagedBlockchain,4,1,MemberConfiguration
AWS::MediaConvert::Preset,MediaConvert,5,1,SettingsJson
AWS::MediaConvert::JobTemplate,MediaConvert,10,1,SettingsJson
AWS::FSx::Volume,FSx,6,1,Name
AWS::BedrockMantle::Project,BedrockMantle,2,1,Name
AWS::Budgets::Budget,Budgets,3,1,Budget
AWS::IoTWireless::NetworkAnalyzerConfiguration,IoTWireless,6,1,Name
AWS::IoTWireless::WirelessGateway,IoTWireless,7,1,LoRaWAN
AWS::GreengrassV2::Deployment,GreengrassV2,7,1,TargetArn
AWS::MediaConnect::FlowOutput,MediaConnect,21,1,FlowArn
AWS::Cognito::IdentityPool,Cognito,12,1,AllowUnauthenticatedIdentities
AWS::BedrockAgentCore::PolicyEngine,BedrockAgentCore,4,1,Name
AWS::Cases::Template,Cases,8,1,Name
AWS::Cognito::LogDeliveryConfiguration,Cognito,2,1,UserPoolId
