row_index,row_number,matched,difficulty_level,total_required_resources,total_generated_resources,correct_resources,missing_resources,extra_resources,coverage_pct,accuracy_pct,intent_coverage_pct,intent_correct,intent_needed,template_empty,parse_error,gt_missing,ground_truth_path,correct_resource_types,missing_resource_types,extra_resource_types,generated_resource_types,prompt
95,95,True,4,7,13,5,2,8,71.43,38.46,,0,0,False,False,False,Data\groud_truth\template\BashScriptSSMAutomationTags.yaml,AWS::IAM::Role;AWS::IAM::Role;AWS::EC2::Instance;AWS::IAM::InstanceProfile;AWS::SSM::Document,AWS::S3::Bucket;AWS::SSM::Association,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::VPC;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::Subnet;AWS::EC2::SecurityGroup,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::EC2::Instance;AWS::IAM::Role;AWS::SSM::Document,"We need a CloudFormation template that creates an EC2 instance with tag-driven automation for OS updates, Nginx installation, and validation using AWS Systems Manager (SSM). The template should:

Deploy an EC2 instance (Linux 2) with the latest Amazon Linux AMI, an IAM role for SSM access, and a tag to trigger automated workflows.

Define a custom SSM Automation document to execute a multi-step process: OS updates with reboot checks, Nginx installation, and curl-based validation of the web server, ensuring end-to-end configuration integrity.

Target instances based on the nginx: Yes tag, enabling dynamic automation for tagged resources without hardcoding instance IDs."
96,96,True,5,30,34,25,5,9,83.33,73.53,,0,0,False,False,False,Data\groud_truth\template\network-stack.yaml,AWS::EC2::InternetGateway;AWS::ElasticLoadBalancingV2::Listener;AWS::EC2::Route;AWS::EC2::Route;AWS::EC2::VPCGatewayAttachment;AWS::ECR::Repository;AWS::EC2::RouteTable;AWS::EC2::RouteTable;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::EC2::VPC;AWS::EC2::EIP;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::NatGateway;AWS::ElasticLoadBalancingV2::LoadBalancer;AWS::EC2::SecurityGroup,AWS::EC2::SecurityGroupIngress;AWS::EC2::SecurityGroupIngress;AWS::EC2::SecurityGroupIngress;AWS::EC2::SecurityGroupIngress;AWS::EC2::SecurityGroupIngress,AWS::SSM::Parameter;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::ElasticLoadBalancingV2::TargetGroup;AWS::EC2::SecurityGroup,AWS::EC2::VPC;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::EIP;AWS::EC2::NatGateway;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup;AWS::EC2::SecurityGroup;AWS::ElasticLoadBalancingV2::LoadBalancer;AWS::ElasticLoadBalancingV2::TargetGroup;AWS::ElasticLoadBalancingV2::Listener;AWS::ECR::Repository;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter,"We need a CloudFormation template that creates a production-ready VPC network infrastructure with one public and two private subnets, security groups, an internal Application Load Balancer (ALB), and an ECR repository for a containerized application. The template should:

Define a VPC with public subnets (internet-facing via an Internet Gateway) and private subnets (outbound access via a NAT Gateway) across three Availability Zones for high availability.

Configure security groups allowing HTTP/HTTPS, SSH, PostgreSQL, and internal VPC traffic, with broad ingress rules for simplicity during initial setup.

Deploy an internal ALB across private subnets with a default listener (port 80) returning error responses, ready for backend service integration.

Provision a private ECR repository with automated image scanning and store critical resource IDs (VPC, subnets, security groups, ALB listener) in SSM Parameter Store for cross-service referencing."
97,97,True,5,7,9,7,0,2,100.0,77.78,,0,0,False,False,False,Data\groud_truth\template\organization_data_pipeline.yaml,AWS::Events::Rule;AWS::IAM::Role;AWS::IAM::Role;AWS::S3::Bucket;AWS::Lambda::Permission;AWS::Glue::Crawler;AWS::Lambda::Function,,AWS::S3::BucketPolicy;AWS::Glue::Database,AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::IAM::Role;AWS::Lambda::Function;AWS::Lambda::Permission;AWS::Events::Rule;AWS::Glue::Database;AWS::IAM::Role;AWS::Glue::Crawler,"We need a CloudFormation template that creates a serverless pipeline to collect, store, and analyze AWS Organization data for centralized governance and reporting. The template should:

Provision an S3 bucket with encryption and strict access controls to store organizational data (accounts, OUs, tags) retrieved from the management account.

Deploy a Lambda function that assumes a cross-account IAM role to fetch AWS Organizations metadata (accounts, hierarchies, tags) on a weekly schedule via CloudWatch Events, writing results to S3 in JSON format.

Configure a Glue crawler to automatically catalog the S3 data into an Athena database (managementcur), enabling SQL-based querying for compliance or auditing.

Use parameterized inputs to customize the target S3 bucket, tags to include in reports, management account ID, and Athena database name.

Ensure secure permissions via IAM roles for Lambda (cross-account STS assume, Organizations read access) and Glue (S3 write access), while exporting resource ARNs for integration with analytics tools.

This template automates organization-wide visibility, centralizes data for audit readiness, and reduces manual data aggregation efforts through serverless orchestration."
98,98,True,2,2,2,2,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\web.yaml,AWS::Amplify::App;AWS::Amplify::Branch,,,AWS::Amplify::App;AWS::Amplify::Branch,We need a CloudFormation template that creates an AWS Amplify web application with a production branch to host and deploy a TodoApp.
99,99,True,5,21,21,19,2,2,90.48,90.48,,0,0,False,False,False,Data\groud_truth\template\pattern3-base.yaml,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::Route;AWS::EC2::Route;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::RouteTable;AWS::EC2::RouteTable;AWS::EC2::NatGateway;AWS::EC2::VPC;AWS::EC2::EIP;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation,AWS::EC2::Route;AWS::EC2::RouteTable,AWS::EC2::NatGateway;AWS::EC2::EIP,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::EIP;AWS::EC2::EIP;AWS::EC2::NatGateway;AWS::EC2::NatGateway;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation,"We need a CloudFormation template that creates a secure, multi-AZ VPC architecture with public/private subnets and NAT Gateway connectivity following AWS Well-Architected security best practices. The template should:

Deploy a VPC with public subnets and private subnets across two Availability Zones (us-east-1a and us-east-1b), ensuring high availability.

Configure dedicated route tables for public/private subnets, enforcing controlled traffic flow (public subnets use IGW directly, private subnets route through NAT Gateway).

Tag all resources with identifiers for cost tracking and governance alignment."
100,100,True,5,19,8,8,11,0,42.11,100.0,,0,0,False,False,False,Data\groud_truth\template\baseline-iam.yaml,AWS::IAM::Group;AWS::IAM::Group;AWS::IAM::Group;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role,AWS::IAM::Group;AWS::IAM::Group;AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy;AWS::IAM::Role;AWS::IAM::Role,,AWS::IAM::Group;AWS::IAM::Group;AWS::IAM::Group;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role,"We need a CloudFormation template that creates a standardized IAM baseline with secure, role-based access controls and cross-account trust configurations for AWS account governance. The template should:

Define IAM groups and roles (e.g., PrivilegedAdmin, RestrictedAdmin, IdentityAdmin) with granular permissions, enforcing MFA requirements for elevated actions and role assumption to enhance security.

Establish cross-account trust relationships for centralized management, allowing trusted accounts (e.g., Identity Management Account, Tooling Management Account) to assume roles while restricting sensitive operations (e.g., billing, CloudHSM) via explicit deny policies.

Provision CloudFormation and StackSet execution roles with controlled permissions for infrastructure-as-code workflows, including template validation and stack management."
101,101,True,3,5,4,4,1,0,80.0,100.0,80.0,4,5,False,False,False,Data\groud_truth\template\vpc-flow-logs-custom.yaml,AWS::EC2::FlowLog;AWS::S3::BucketPolicy;AWS::S3::Bucket;AWS::EC2::VPC,AWS::EC2::FlowLog,,AWS::EC2::VPC;AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::EC2::FlowLog,"We need a CloudFormation template that creates a VPC with flow logging configured to monitor network traffic patterns. The template should automatically provision an S3 bucket for storing flow logs. The logs must capture specified traffic types and include comprehensive metadata fields. Security requirements include blocking public access to the S3 bucket, enforcing SSL for data transfers, and granting minimal permissions for AWS log delivery services. The solution should support optional log file prefixes for organizational structuring and output the final bucket name for integration with downstream systems. "
102,102,True,3,6,8,6,0,2,100.0,75.0,,0,0,False,False,False,Data\groud_truth\template\risk_management.yaml,AWS::SNS::Topic;AWS::DynamoDB::Table;AWS::Logs::LogGroup;AWS::Logs::LogGroup;AWS::SNS::TopicPolicy;AWS::IAM::Role,,AWS::Lambda::Function;AWS::Lambda::Function,AWS::DynamoDB::Table;AWS::IAM::Role;AWS::Lambda::Function;AWS::Lambda::Function;AWS::Logs::LogGroup;AWS::Logs::LogGroup;AWS::SNS::Topic;AWS::SNS::TopicPolicy,"We need a CloudFormation template that creates a risk management system for AWS workloads, which integrates logging, data storage, and notifications to track and respond to operational risks. The template should provision two AWS Lambda functions that interact with a DynamoDB table to store workload and risk-related data using composite keys (workload_id and question_id). It must define an IAM role granting the Lambda functions permissions to perform DynamoDB operations. Additionally, an SNS Topic is required to enable notifications, with a policy allowing SSM OpsCenter to publish alerts to this topic."
103,103,True,5,13,18,13,0,5,100.0,72.22,100.0,13,13,False,False,False,Data\groud_truth\template\security-lab-stack.yaml,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::VPCGatewayAttachment;AWS::IAM::Role;AWS::EC2::Instance;AWS::EC2::RouteTable;AWS::S3::Bucket;AWS::EC2::VPC;AWS::EC2::SubnetRouteTableAssociation;AWS::IAM::InstanceProfile;AWS::S3::BucketPolicy;AWS::EC2::Subnet;AWS::EC2::SecurityGroup,,AWS::IAM::Role;AWS::Logs::SubscriptionFilter;AWS::Lambda::Function;AWS::Logs::LogGroup;AWS::Lambda::Permission,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::EC2::Instance;AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::Logs::LogGroup;AWS::IAM::Role;AWS::Lambda::Function;AWS::Lambda::Permission;AWS::Logs::SubscriptionFilter,"We need a CloudFormation template that creates a secure, monitored web application environment in AWS, which includes a PHP/Apache web server, centralized logging, and compliant network infrastructure. The template should provision a VPC with a public subnet, internet gateway, and security group allowing HTTP access to host an EC2 instance running the latest Amazon Linux AMI. The instance must automatically install Apache and PHP, generate a dynamic webpage and enforce IAM roles for CloudWatch monitoring and Systems Manager (SSM) access. An S3 bucket with server-side encryption and restricted public access is required to store CloudWatch logs, configured via bucket policies to allow log ingestion. "
104,104,True,5,17,18,16,1,2,94.12,88.89,94.12,16,17,False,False,False,Data\groud_truth\template\sample_environment_template.yaml,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::VPCGatewayAttachment;AWS::IAM::Role;AWS::EC2::RouteTable;AWS::EC2::Instance;AWS::EC2::Instance;AWS::EC2::Instance;AWS::EC2::Instance;AWS::EC2::Instance;AWS::EC2::Instance;AWS::EC2::VPC;AWS::EC2::SubnetRouteTableAssociation;AWS::IAM::InstanceProfile;AWS::EC2::Subnet;AWS::EC2::SecurityGroup,AWS::IAM::Policy,AWS::IAM::Role;AWS::IAM::InstanceProfile,AWS::EC2::VPC;AWS::EC2::Subnet;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::EC2::Instance;AWS::EC2::Instance;AWS::EC2::Instance;AWS::EC2::Instance;AWS::EC2::Instance;AWS::EC2::Instance,"We need a CloudFormation template that creates a lab environment for testing EC2 instance scheduling automation, which includes a VPC, managed instances, and an admin instance preconfigured with scheduling tools. The template should provision a VPC with a public subnet, internet gateway, and route tables to enable internet access for EC2 instances. It must deploy five lightweight (t3.nano) EC2 instances tagged for a development environment (`environment: dev`) and a dedicated admin instance that installs the AWS Instance Scheduler CLI via a user data script. The admin instance requires an IAM role with permissions to invoke Lambda functions and interact with CloudFormation, while all instances use SSM for management. Security configurations include a permissive security group (allowing unrestricted outbound traffic) and network isolation through VPC routing. "
105,105,True,1,1,2,1,0,1,100.0,50.0,,0,0,False,False,False,Data\groud_truth\template\automation_role.yaml,AWS::IAM::Role,,AWS::IAM::ManagedPolicy,AWS::IAM::Role;AWS::IAM::ManagedPolicy,"We need a CloudFormation template that creates an IAM role for cross-service automation workflows, which centralizes permissions for Systems Manager (SSM), EC2, and monitoring tools. "
106,106,True,2,3,3,3,0,0,100.0,100.0,100.0,3,3,False,False,False,Data\groud_truth\template\bucket_and_notification.yaml,AWS::SNS::Topic;AWS::S3::Bucket;AWS::SNS::TopicPolicy,,,AWS::S3::Bucket;AWS::SNS::Topic;AWS::SNS::TopicPolicy,"We need a CloudFormation template that creates an S3 bucket with event-driven notifications to an SNS topic, which automates alerts or workflows when new objects are uploaded. The template should provision an S3 bucket and an SNS topic, then configure the bucket to send notifications to the topic for all s3:ObjectCreated:* events. The SNS topic must include a policy allowing the S3 service to publish messages, restricted to the specific bucket and AWS account to prevent unauthorized access. "
107,107,True,3,7,8,6,1,2,85.71,75.0,,0,0,False,False,False,Data\groud_truth\template\APIGateway_SQS_ReceiveMessages.yaml,AWS::ApiGateway::Deployment;AWS::IAM::Role;AWS::SQS::QueuePolicy;AWS::SQS::Queue;AWS::ApiGateway::RestApi;AWS::ApiGateway::Method,AWS::ApiGateway::Stage,AWS::ApiGateway::Resource;AWS::IAM::Policy,AWS::SQS::Queue;AWS::SQS::QueuePolicy;AWS::IAM::Role;AWS::IAM::Policy;AWS::ApiGateway::RestApi;AWS::ApiGateway::Resource;AWS::ApiGateway::Method;AWS::ApiGateway::Deployment,"We need a CloudFormation template that creates a REST API Gateway integrated with an SQS queue to enable HTTP-based retrieval of messages, which simplifies polling for messages via a web endpoint. The template should provision an API Gateway with a GET method that maps to the SQS ReceiveMessage action, using AWS service integration to forward query parameters to SQS. It must configure an SQS queue with a policy allowing API Gateway to invoke ReceiveMessage, along with an IAM role granting the API Gateway permission to interact with the queue. "
108,108,True,2,3,3,3,0,0,100.0,100.0,100.0,3,3,False,False,False,Data\groud_truth\template\cognito_sample.yaml,AWS::Cognito::UserPoolDomain;AWS::Cognito::UserPoolClient;AWS::Cognito::UserPool,,,AWS::Cognito::UserPool;AWS::Cognito::UserPoolDomain;AWS::Cognito::UserPoolClient,"We need a CloudFormation template that creates a secure AWS Cognito user management system for applications while enforcing admin-managed user provisioning. The template should provision a Cognito User Pool with email verification, a customizable password policy and a preconfigured domain for hosted login pages. It must support OAuth flows and authentication methods like password-based and refresh token auth."
109,109,True,3,6,7,6,0,1,100.0,85.71,100.0,6,6,False,False,False,Data\groud_truth\template\mongoDB.yaml,AWS::Events::Connection;AWS::Events::Rule;AWS::IAM::Role;AWS::Events::EventBus;AWS::Events::ApiDestination;AWS::SQS::Queue,,AWS::SQS::QueuePolicy,AWS::Events::EventBus;AWS::SQS::Queue;AWS::SQS::QueuePolicy;AWS::IAM::Role;AWS::Events::Connection;AWS::Events::ApiDestination;AWS::Events::Rule,"We need a CloudFormation template that creates an event-driven integration between AWS EventBridge and a MongoDB API endpoint, which routes application events to MongoDB for processing or logging. The template should provision an EventBridge event bus to capture custom events and configure an API destination using a MongoDB URL secured via API key authentication. It must define a connection with API key parameters (name and value) and an IAM role allowing EventBridge to invoke the MongoDB API endpoint. A dead-letter SQS queue is required to handle failed event deliveries, ensuring fault tolerance. For the MongoDBURL, you may use 'www.testanu.com'. For the ApiKeyName and ApiKeyValue you may use 'test_name' and 'test_value'."
110,110,True,4,8,22,7,1,15,87.5,31.82,87.5,7,8,False,False,False,Data\groud_truth\template\crossAccResources.yaml,AWS::ApiGateway::Stage;AWS::ApiGateway::Deployment;AWS::IAM::Role;AWS::ApiGateway::RestApi;AWS::Lambda::Function;AWS::Lambda::Permission;AWS::ApiGateway::Method,AWS::ApiGateway::Resource,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::ApiGateway::BasePathMapping;AWS::EC2::VPCGatewayAttachment;AWS::CertificateManager::Certificate;AWS::EC2::RouteTable;AWS::Route53::RecordSetGroup;AWS::EC2::VPC;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::ApiGateway::DomainName;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::VPCEndpoint;AWS::EC2::SecurityGroup,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup;AWS::EC2::VPCEndpoint;AWS::IAM::Role;AWS::Lambda::Function;AWS::Lambda::Permission;AWS::ApiGateway::RestApi;AWS::ApiGateway::Method;AWS::ApiGateway::Deployment;AWS::ApiGateway::Stage;AWS::CertificateManager::Certificate;AWS::ApiGateway::DomainName;AWS::ApiGateway::BasePathMapping;AWS::Route53::RecordSetGroup,"We need a CloudFormation template that creates a cross-account private API Gateway integrated with a Lambda function, which enforces secure access via a VPC endpoint and custom domain. The template should provision a private API Gateway (configured to allow access only from a specified VPC endpoint ID) with a Lambda backend that returns a simple response. It must include IAM roles for Lambda execution (with basic CloudWatch logging permissions) and API Gateway-to-Lambda invocation policies. The API Gateway is deployed with a custom domain name and a stage, ensuring controlled access through VPC endpoint restrictions. "
111,111,True,3,6,7,6,0,1,100.0,85.71,,0,0,False,False,False,Data\groud_truth\template\DataDogApiDestination.yaml,AWS::Events::Connection;AWS::Events::Rule;AWS::IAM::Role;AWS::Events::EventBus;AWS::Events::ApiDestination;AWS::SQS::Queue,,AWS::SecretsManager::Secret,AWS::Events::EventBus;AWS::SecretsManager::Secret;AWS::Events::Connection;AWS::Events::ApiDestination;AWS::SQS::Queue;AWS::IAM::Role;AWS::Events::Rule,"We need a CloudFormation template that creates an EventBridge integration with DataDog for centralized log forwarding, which automates the delivery of application logs to DataDogÂ¡Â¯s API. The template should provision an EventBridge event bus to capture events from a specified source (MyDataDogApp) and configure an API destination targeting DataDogÂ¡Â¯s log ingestion endpoint (https://http-intake.logs.datadoghq.com). It must define a secure connection using a DataDog API key (testanu) for authentication and an IAM role granting EventBridge permissions to invoke the API destination. A dead-letter SQS queue is included to handle failed log deliveries, ensuring fault tolerance. "
112,112,True,2,3,3,3,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\sns-sqs.yaml,AWS::S3::Bucket;AWS::SQS::QueuePolicy;AWS::SQS::Queue,,,AWS::S3::Bucket;AWS::SQS::Queue;AWS::SQS::QueuePolicy,"We need a CloudFormation template that creates an S3 bucket with an SQS queue for event-driven object upload notifications. The template should provision an S3 bucket and an SQS queue, then configure the bucket to send notifications to the queue for all s3:ObjectCreated:* events. "
113,113,True,2,3,3,3,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\sns_with_events.yaml,AWS::SNS::Topic;AWS::Events::Rule;AWS::SNS::TopicPolicy,,,AWS::SNS::Topic;AWS::Events::Rule;AWS::SNS::TopicPolicy,"We need a CloudFormation template that creates an EventBridge rule with an SNS topic. The template should provision an SNS topic and an EventBridge rule that matches events from a predefined source (demo.cli). It must configure the EventBridge rule to forward matched events to the SNS topic, along with a topic policy granting EventBridge permissions to publish messages. "
114,114,True,3,6,8,6,0,2,100.0,75.0,,0,0,False,False,False,Data\groud_truth\template\b2bi.yaml,AWS::B2BI::Profile;AWS::B2BI::Transformer;AWS::S3::BucketPolicy;AWS::S3::BucketPolicy;AWS::S3::Bucket;AWS::S3::Bucket,,AWS::B2BI::Capability;AWS::IAM::Role,AWS::S3::Bucket;AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::S3::BucketPolicy;AWS::IAM::Role;AWS::B2BI::Profile;AWS::B2BI::Transformer;AWS::B2BI::Capability,"We need a CloudFormation template that creates an AWS B2B Data Interchange (B2BI) pipeline for transforming EDI X12_214 documents into JSON, which automates electronic data interchange workflows for business partners. The template should provision a B2BI profile with business contact details (name, email, phone) and a transformer resource defining the mapping logic to convert EDI transactions into structured JSON. It must configure an input S3 bucket to receive raw EDI files and an output S3 bucket to store transformed JSON data. "
115,115,True,2,3,4,3,0,1,100.0,75.0,100.0,2,2,False,False,False,Data\groud_truth\template\sns-secretsmanager.yaml,AWS::SNS::Topic;AWS::Events::Rule;AWS::SNS::TopicPolicy,,AWS::SNS::Subscription,AWS::SNS::Topic;AWS::SNS::TopicPolicy;AWS::SNS::Subscription;AWS::Events::Rule,"We need a CloudFormation template that creates an automated monitoring and alerting system for AWS Secrets Manager activities, which sends email notifications for critical secret lifecycle events. The template should provision an EventBridge rule to detect Secrets Manager API calls and route these events to an SNS topic. "
116,116,True,4,11,13,11,0,2,100.0,84.62,100.0,11,11,False,False,False,Data\groud_truth\template\sns_with_sqs.yaml,AWS::SNS::Topic;AWS::SNS::Subscription;AWS::SNS::Subscription;AWS::SNS::Subscription;AWS::SQS::QueuePolicy;AWS::SQS::Queue;AWS::SQS::Queue;AWS::SQS::Queue;AWS::SQS::Queue;AWS::SQS::Queue;AWS::SQS::Queue,,AWS::SQS::QueuePolicy;AWS::SQS::QueuePolicy,AWS::SNS::Topic;AWS::SQS::Queue;AWS::SQS::Queue;AWS::SQS::Queue;AWS::SQS::Queue;AWS::SQS::Queue;AWS::SQS::Queue;AWS::SQS::QueuePolicy;AWS::SQS::QueuePolicy;AWS::SQS::QueuePolicy;AWS::SNS::Subscription;AWS::SNS::Subscription;AWS::SNS::Subscription,"We need a CloudFormation template that creates an SNS-to-SQS fanout system with filtered message routing, which enables scalable and selective message processing for different metric types (e.g., temperature, humidity). The template should provision a central SNS topic and three SQS queues: one for **all metrics**, and two filtered queues (`TemperatureSqsQueue`, `HumiditySqsQueue`) that receive only messages tagged with specific attributes (`MetricType: Temperature` or `Humidity`). Each queue includes a dead-letter queue to handle message processing failures. "
117,117,True,3,6,6,5,1,1,83.33,83.33,,0,0,False,False,False,Data\groud_truth\template\DynamoDB_to_EventBridge.yaml,AWS::DynamoDB::Table;AWS::IAM::Role;AWS::Events::EventBus;AWS::Pipes::Pipe;AWS::Pipes::Pipe,AWS::SQS::Queue,AWS::IAM::Role,AWS::DynamoDB::Table;AWS::Events::EventBus;AWS::IAM::Role;AWS::IAM::Role;AWS::Pipes::Pipe;AWS::Pipes::Pipe,"We need a CloudFormation template that creates an event-driven integration between DynamoDB streams and EventBridge, which routes real-time database changes (inserts and updates) to a centralized event bus for downstream processing. The template should provision a DynamoDB table with streaming enabled to capture item modifications, an EventBridge event bus, and two EventBridge Pipes to filter and forward specific events (e.g., `INSERT` for new orders, `MODIFY` for updates) to the bus. "
118,118,True,3,7,9,7,0,2,100.0,77.78,,0,0,False,False,False,Data\groud_truth\template\EventBridge_Pipes_with_API_destinations.yaml,AWS::Events::Connection;AWS::Logs::LogGroup;AWS::IAM::Role;AWS::Events::ApiDestination;AWS::SQS::Queue;AWS::SQS::Queue;AWS::Pipes::Pipe,,AWS::SQS::QueuePolicy;AWS::SQS::QueuePolicy,AWS::SQS::Queue;AWS::SQS::Queue;AWS::SQS::QueuePolicy;AWS::SQS::QueuePolicy;AWS::Events::Connection;AWS::Events::ApiDestination;AWS::Logs::LogGroup;AWS::IAM::Role;AWS::Pipes::Pipe,"We need a CloudFormation template that creates an EventBridge Pipes workflow to enrich SQS messages with external API data and log results, which automates data augmentation and monitoring for event-driven systems. The template should provision an SQS queue as the event source, an API destination (https://api.zippopotam.us/us/*), and a CloudWatch Log Group as the target. It must define an IAM role granting EventBridge Pipes permissions to read messages from SQS, invoke the API destination, and write enriched logs to CloudWatch. The EventBridge Pipe enriches messages by dynamically appending API data (e.g., fetching location details using a zip code from the message body) before forwarding results to logs. "
119,119,True,3,4,4,4,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\event-kinesis.yaml,AWS::Kinesis::Stream;AWS::Events::Rule;AWS::IAM::Role;AWS::Events::EventBus,,,AWS::Events::EventBus;AWS::Kinesis::Stream;AWS::IAM::Role;AWS::Events::Rule,"We need a CloudFormation template that creates an EventBridge-to-Kinesis integration for real-time event streaming, which routes application-generated events to a Kinesis data stream for scalable processing or analytics. The template should provision an EventBridge event bus to capture events from a defined source (`my-application`), a Kinesis stream to ingest and buffer these events, and an IAM role granting EventBridge permissions to publish records to Kinesis. "
